#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORSD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35Â°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#     NORTNFD : Nombre de jours de gel (jour(s))
#     NORTNCWD : Nombre de jours d'une vague de froid (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de prÃ©cipitation (mm)
#     NORRR1MM : Nombre de jours de pluie (jour(s))
#     NORPFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     NORTPSPI : Temps passÃ© en sÃ©cheresse mÃ©tÃ©orologique
#     NORPQ90 : prÃ©cipitations intenses (Q90) (mm)
#     NORPQ99 : prÃ©cipitations extrÃªmes (Q99) (mm)
#     NORFFQ98 : vent fort (Q98) (m/s)
#     NORFF98 : nombre de jours de vent fort (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;
#-----------------------------------------------------------------------------
1997;42.273;9.162;REF;REF;11.98;36;0.13;10;25;2;8;863.8;93.3;78.59;0.07;6.21;35;5.29;7.3;
1998;42.2667;9.2583;REF;REF;13.53;64;0.43;12;18;1;6;998.48;94;81.07;0.07;6.5;44.08;4.83;7.33;
1999;42.2604;9.3546;REF;REF;12.75;50;0.2;11;22;1;6;1053.42;97.1;80.76;0.1;6.96;46.65;4.7;7.37;
2000;42.2539;9.4509;REF;REF;14.13;67;0.2;20;10;0;1;954.98;85.2;83.83;0.03;6.17;43.69;5.16;7.23;
2001;42.2474;9.5471;REF;REF;16.36;86;0.07;57;0;0;0;824.74;81.97;83.77;0.03;5.25;37.93;6.44;7.37;
2061;42.5616;1.5106;REF;REF;6.3;3;0;0;119;2;5;987.24;117.73;68.81;0.03;8.17;30.51;6.47;7.3;
2062;42.5623;1.6078;REF;REF;4.66;0;0;0;144;2;3;1056.27;120.27;68.48;0.07;8.83;32.36;7;7.33;
2063;42.5629;1.7049;REF;REF;3.24;0;0;0;168;1;3;1119.55;124.37;67.86;0.07;9.34;34.1;7.51;7.37;
2064;42.5634;1.8021;REF;REF;4.32;0;0;0;147;3;4;933.74;120.77;67.81;0.07;7.92;28.02;7.27;7.33;
2065;42.5639;1.8993;REF;REF;2.89;0;0;0;170;4;3;991.89;123.97;67.4;0.07;8.33;29.62;7.86;7.33;
2066;42.5642;1.9965;REF;REF;4.01;0;0;0;152;4;4;946.33;121.83;67.83;0.07;7.96;28.32;7.39;7.3;
2067;42.5645;2.0936;REF;REF;6.02;2;0;0;120;4;5;867.83;117.6;68.67;0.07;7.22;26.86;6.72;7.3;
2068;42.5647;2.1908;REF;REF;7.21;4;0;0;94;3;5;900.64;100.43;76.39;0.03;6.79;33.55;6.79;7.27;
2069;42.5648;2.288;REF;REF;10.34;23;0;2;45;3;5;776.21;97.27;76.21;0.07;5.69;29.93;4.73;7.33;
2070;42.5648;2.3852;REF;REF;11.76;39;0;4;29;2;4;715.65;94.33;76.38;0.1;5.34;28.02;4.44;7.33;
2071;42.5647;2.4823;REF;REF;9.83;19;0;1;51;3;5;798.72;97.27;76.24;0.1;6;31.27;5.04;7.4;
2072;42.5645;2.5795;REF;REF;11.6;28;0;7;22;2;5;912.22;82.27;84.53;0.03;5.59;43.83;5.36;7.3;
2073;42.5642;2.6767;REF;REF;13.52;53;0.27;16;11;1;4;807.59;79.03;84.71;0.03;4.97;38.41;7.02;7.33;
2074;42.5639;2.7739;REF;REF;14.94;75;0.63;28;6;0;3;727.29;76.27;84.93;0.07;4.4;34.07;9.01;7.33;
2075;42.5634;2.8711;REF;REF;15.45;80;0.8;42;6;0;1;664.62;63.97;89.87;0.03;3.15;35.62;11.03;7.33;
2076;42.5629;2.9682;REF;REF;15.69;85;1.07;45;6;1;1;652.44;63.5;89.87;0.03;3.08;35.09;11.34;7.37;
2077;42.5623;3.0654;REF;REF;16.14;64;0.1;63;1;0;0;708.61;66.5;88.78;0.07;3.93;35.7;16.87;7.3;
2134;42.3804;8.5913;REF;REF;15.67;76;0.3;41;1;0;0;647.92;76.87;81.64;0.07;5.1;24.72;8.59;7.37;
2135;42.3746;8.6879;REF;REF;14.16;51;0.27;24;5;0;0;722.44;79.33;81.46;0.07;5.68;27.69;8.61;7.33;
2136;42.3688;8.7844;REF;REF;12.77;56;0.4;8;27;3;6;942.51;102.57;73.88;0.03;7.66;32.08;5.25;7.3;
2137;42.3629;8.8809;REF;REF;8.17;2;0;0;64;2;4;1225.83;116.4;72.64;0.07;10.06;40.9;7.28;7.33;
2138;42.3568;8.9774;REF;REF;8.02;1;0;0;67;1;4;1244.69;115.93;73.18;0.1;9.86;40.84;7.4;7.33;
2139;42.3507;9.0739;REF;REF;9.95;12;0;3;43;2;5;1132.85;113.47;73.41;0.1;8.95;39.16;6.65;7.33;
2140;42.3446;9.1704;REF;REF;12.74;53;0.27;11;25;3;8;819.62;90.93;78.84;0.07;6;33.16;5.07;7.33;
2141;42.3383;9.2668;REF;REF;11.42;25;0;9;25;1;6;1152.4;98.77;80.74;0.07;7.47;50.88;5.07;7.3;
2142;42.3319;9.3632;REF;REF;10.86;18;0;7;28;2;5;1187.07;102;80.21;0.07;7.6;52.03;5.39;7.33;
2143;42.3254;9.4596;REF;REF;13.26;53;0.17;16;15;1;3;1035.47;86.27;83.97;0.03;6.61;46.94;4.71;7.33;
2144;42.3189;9.556;REF;REF;16.37;86;0.1;57;0;0;0;839.71;81.47;83.99;0.03;5.19;38.5;6.4;7.27;
2203;42.6326;1.4123;REF;REF;2.6;0;0;0;175;2;3;1665.34;154.47;61.81;0.03;14.27;42.89;7.69;7.33;
2204;42.6334;1.5096;REF;REF;3.18;0;0;0;169;2;3;1125.3;123.73;67.87;0.07;9.48;33.91;7.58;7.33;
2205;42.6341;1.6069;REF;REF;2.8;0;0;0;173;2;2;1664.51;156.83;61.35;0.1;14.18;43;7.59;7.33;
2206;42.6347;1.7042;REF;REF;3.26;0;0;0;166;2;3;1625.79;157.17;61.06;0.07;13.91;42.02;7.39;7.3;
2207;42.6353;1.8014;REF;REF;5.08;0;0;0;135;1;5;1491.5;154.57;61.33;0.07;12.73;37.87;6.72;7.3;
2208;42.6357;1.8987;REF;REF;3.69;0;0;0;157;3;4;1596.62;154.67;61.5;0.1;13.54;40.55;7.17;7.27;
2209;42.6361;1.996;REF;REF;3.6;0;0;0;159;2;4;1606.76;154.9;61.35;0.07;13.43;41.19;7.19;7.37;
2210;42.6363;2.0933;REF;REF;6.41;3;0;0;116;3;7;847.83;118.7;68.14;0.07;6.93;26.58;6.67;7.27;
2211;42.6365;2.1906;REF;REF;4.44;0;0;0;139;3;6;1434.12;147.47;63.27;0.14;11.66;40.27;6.98;7.33;
2212;42.6366;2.2879;REF;REF;8.41;8;0;0;73;3;6;858.34;101.77;75.47;0.1;6.41;31.76;5.93;7.3;
2213;42.6366;2.3852;REF;REF;12.35;48;0.1;6;25;2;3;699.19;93.4;76.75;0.07;5.1;26.84;4.39;7.37;
2214;42.6365;2.4825;REF;REF;13.64;55;0.27;16;11;2;3;793.86;79.33;84.56;0.03;4.75;38.7;7.29;7.23;
2215;42.6363;2.5798;REF;REF;13.88;59;0.37;18;10;1;3;778.6;78.83;84.6;0.03;4.73;37.06;7.87;7.37;
2216;42.6361;2.6771;REF;REF;14.42;67;0.47;22;8;0;3;754.5;77.3;84.96;0.07;4.57;35.4;8.98;7.3;
2217;42.6357;2.7744;REF;REF;15.27;77;0.53;39;6;1;2;672.06;63.8;89.84;0.03;3.24;36.19;10.81;7.23;
2218;42.6353;2.8717;REF;REF;15.6;83;0.9;43;6;1;1;657.31;63.67;89.88;0.03;3.1;35.37;11.22;7.37;
2219;42.6347;2.969;REF;REF;15.84;89;1.27;47;6;1;1;644.53;63.3;89.9;0.03;3.04;34.65;11.53;7.27;
2220;42.6341;3.0663;REF;REF;15.9;90;1.4;47;6;1;1;641.42;62.87;89.94;0.03;3.02;34.47;11.6;7.37;
2278;42.4462;8.6957;REF;REF;15.37;71;0.3;37;2;0;0;662.89;77.4;81.57;0.07;5.21;25.36;8.69;7.3;
2279;42.4404;8.7924;REF;REF;12.84;31;0.03;13;10;1;4;788.5;79.93;81.8;0.03;6.13;30.41;7.66;7.3;
2280;42.4344;8.889;REF;REF;8.54;3;0;1;58;2;4;1217.78;117.23;72.46;0.1;9.87;40.57;7.11;7.5;
2281;42.4284;8.9856;REF;REF;8.08;1;0;0;67;1;5;1246.96;116.53;73.36;0.07;9.99;41.48;7.39;7.33;
2282;42.4223;9.0822;REF;REF;9.42;9;0;2;48;2;6;1161.84;112.77;73.54;0.1;9.42;39.92;6.99;7.33;
2283;42.4161;9.1788;REF;REF;13.63;70;0.83;12;21;2;8;763.95;88.6;78.68;0.07;5.6;30.07;5.29;7.27;
2284;42.4098;9.2753;REF;REF;12.3;40;0.03;10;22;1;7;1092.14;98.1;80.47;0.1;7.08;49.03;4.79;7.3;
2285;42.4034;9.3719;REF;REF;12.78;50;0.23;11;22;1;4;1051;96.37;80.55;0.07;6.93;44.91;4.83;7.33;
2286;42.397;9.4684;REF;REF;13.82;61;0.27;19;11;1;2;982.04;85.47;83.72;0.07;6.45;43.69;5.01;7.33;
2331;42.6817;-0.0495;REF;REF;3.15;0;0;0;172;3;4;1699.11;161.73;60.13;0.03;13.82;43.25;8.13;7.3;
2332;42.6839;0.0479;REF;REF;2.81;0;0;0;178;3;4;1721.61;162.33;60.35;0.03;13.93;44.39;8.41;7.3;
2333;42.6859;0.1452;REF;REF;4.24;0;0;0;153;5;4;1615.22;158.8;60.16;0.07;13.52;41.21;7.3;7.3;
2334;42.6879;0.2426;REF;REF;4.17;0;0;0;153;4;4;1618.27;159.03;60.27;0.07;13.47;41.53;7.3;7.37;
2335;42.6897;0.3399;REF;REF;3.22;0;0;0;171;4;3;1684.73;163.1;59.63;0.07;13.96;42.72;8.03;7.3;
2336;42.6915;0.4373;REF;REF;1.92;0;0;0;193;2;3;1776.41;162.8;60.15;0.1;14.82;45.78;9.22;7.3;
2337;42.6932;0.5346;REF;REF;2.42;0;0;0;184;3;4;1777.23;166.47;58.67;0.07;14.76;44.03;7.64;7.33;
2338;42.6948;0.632;REF;REF;4.04;0;0;0;156;3;4;1660.26;164.33;58.66;0.07;13.84;39.99;6.8;7.3;
2343;42.7015;1.1189;REF;REF;4.81;0;0;0;141;2;5;1831.17;169.8;56.62;0.1;15.31;42.06;6.43;7.33;
2344;42.7026;1.2163;REF;REF;3.59;0;0;0;160;3;5;1934.15;169.4;57.14;0.07;16.16;43.97;7.18;7.33;
2345;42.7036;1.3137;REF;REF;3.4;0;0;0;165;1;5;1946.2;171.23;56.82;0.07;16.23;43.77;7.29;7.37;
2346;42.7044;1.4111;REF;REF;4.41;0;0;0;146;1;6;1532.26;155.2;60.93;0.07;12.92;38.88;6.95;7.3;
2347;42.7052;1.5086;REF;REF;5.01;0;0;0;136;3;6;1499.9;155.1;61.4;0.07;12.59;38.69;6.75;7.33;
2348;42.706;1.606;REF;REF;5.18;0;0;0;133;3;6;1496.88;153.5;61.91;0.1;12.71;38.79;6.73;7.33;
2349;42.7066;1.7034;REF;REF;6.28;3;0;0;115;2;6;1421.7;153.77;60.86;0.07;12.02;35.9;6.27;7.3;
2350;42.7071;1.8008;REF;REF;8.38;14;0;0;81;2;8;1287.17;149;61.06;0.1;10.81;32.44;5.32;7.33;
2351;42.7076;1.8982;REF;REF;7.88;10;0;0;89;2;7;1317.13;148.6;61.09;0.1;11.19;33.57;5.63;7.33;
2352;42.7079;1.9956;REF;REF;5.42;1;0;0;129;3;6;1470.57;148.73;62.16;0.1;12.47;38.88;6.62;7.3;
2353;42.7082;2.093;REF;REF;8.14;10;0;0;84;3;7;903.06;132.8;63.42;0.07;7.43;26;5.63;7.27;
2354;42.7084;2.1905;REF;REF;7.14;6;0;0;96;4;8;1245.51;140.37;63.03;0.07;10.35;36.09;6.42;7.33;
2355;42.7085;2.2879;REF;REF;8.06;9;0;0;78;3;7;1204.96;139.63;63.36;0.1;9.94;32.74;5.88;7.33;
2356;42.7085;2.3853;REF;REF;10.16;20;0;2;42;3;4;910.96;99.43;77.51;0.1;6.3;37.67;5.15;7.33;
2357;42.7084;2.4827;REF;REF;12.02;41;0.1;5;24;2;4;817.02;94.27;78.34;0.07;5.58;34.22;6.08;7.37;
2358;42.7082;2.5801;REF;REF;13.38;61;0.77;11;17;1;3;743.34;92.17;78.12;0.07;5.09;30.72;7.48;7.33;
2359;42.7079;2.6775;REF;REF;14.53;78;1.4;22;11;1;3;693.46;89.2;78.43;0.07;4.75;29.05;8.51;7.33;
2360;42.7076;2.775;REF;REF;15.33;78;0.9;40;6;1;1;670.03;64.03;89.76;0.03;3.3;36.47;10.9;7.37;
2361;42.7071;2.8724;REF;REF;15.65;84;1;44;6;0;0;652.3;63.7;89.75;0.07;3.18;35.9;11.26;7.33;
2362;42.7066;2.9698;REF;REF;15.81;88;1.3;46;6;0;0;644.15;63.23;89.77;0.07;3.13;35.41;11.46;7.33;
2363;42.706;3.0672;REF;REF;15.89;90;1.53;47;6;0;0;639.16;63;89.8;0.07;3.1;35.18;11.58;7.27;
2421;42.5178;8.7036;REF;REF;15.37;71;0.33;37;1;1;1;672.59;77.4;81.99;0.07;5.14;26.18;8.66;7.3;
2422;42.512;8.8003;REF;REF;15.4;71;0.33;38;1;1;1;671.73;77.43;81.96;0.07;5.14;26.1;8.65;7.33;
2423;42.506;8.8971;REF;REF;11.61;15;0;9;16;1;2;861.18;81.97;82.07;0.07;6.65;33.82;7.21;7.33;
2424;42.5;8.9938;REF;REF;10.04;13;0;3;42;1;5;1138.18;112.97;73.21;0.1;8.97;39.77;6.63;7.27;
2425;42.4939;9.0905;REF;REF;12.35;47;0.17;7;28;1;7;974.4;106.13;73.59;0.07;7.84;32.81;5.36;7.33;
2426;42.4877;9.1872;REF;REF;13.82;72;0.77;12;20;1;7;756.36;87.83;78.7;0.07;5.39;30.01;5.4;7.23;
2427;42.4814;9.2839;REF;REF;13.32;63;0.67;11;23;1;7;794.37;89.17;78.92;0.07;5.75;32.77;5.22;7.27;
2428;42.475;9.3805;REF;REF;13.16;51;0.2;16;16;1;3;1029.56;86.13;83.87;0.07;6.77;45.89;4.8;7.3;
2429;42.4685;9.4772;REF;REF;15.43;80;0.2;39;1;0;0;878.01;83.07;83.71;0.07;5.67;39.38;5.8;7.33;
2430;42.4619;9.5738;REF;REF;16.46;87;0.1;60;0;0;0;820.53;81.4;83.72;0.07;5.29;36.81;6.52;7.3;
2473;42.7513;-0.1499;REF;REF;2.62;0;0;0;181;3;3;1729.83;161.7;59.98;0.07;14.26;44.96;8.56;7.37;
2474;42.7535;-0.0524;REF;REF;4.14;0;0;0;154;2;3;1618.92;158.53;60.54;0.07;13.56;41.63;7.36;7.3;
2475;42.7557;0.045;REF;REF;5.02;0;0;0;138;2;4;1552.82;159.97;59.3;0.07;12.99;39.67;6.81;7.37;
2476;42.7577;0.1425;REF;REF;3.32;0;0;0;169;2;4;1673.6;161.67;59.93;0.07;13.67;43.07;8;7.3;
2477;42.7597;0.24;REF;REF;4.68;0;0;0;143;3;4;1583.76;160.77;59.38;0.07;12.96;39.94;6.95;7.33;
2478;42.7616;0.3374;REF;REF;4.9;0;0;0;140;3;5;1567.27;160.7;59.25;0.03;12.79;39.72;6.82;7.4;
2479;42.7634;0.4349;REF;REF;5.38;0;0;0;133;1;4;1311.91;145.67;61.77;0.03;11.06;34.44;6.49;7.3;
2480;42.765;0.5324;REF;REF;6.69;5;0;0;116;2;6;1472.46;163.97;57.47;0.1;12.17;34.72;5.76;7.27;
2481;42.7667;0.6299;REF;REF;8.16;15;0;0;92;2;8;1370.05;160.07;57.39;0.1;11.34;31.52;5.07;7.3;
2484;42.7709;0.9224;REF;REF;3.16;0;0;0;169;2;4;1974.85;172.1;56.68;0.07;16.48;44.75;7.27;7.3;
2485;42.7722;1.0199;REF;REF;3.96;0;0;0;155;1;5;1899.44;167.43;57.46;0.07;16;44.09;6.97;7.33;
2486;42.7733;1.1174;REF;REF;5.36;0;0;0;133;1;6;1783.56;164.77;57.46;0.07;14.92;41.49;6.22;7.33;
2487;42.7744;1.2149;REF;REF;8.11;13;0;0;88;2;7;1574.74;164.43;56.85;0.1;13.37;35.66;4.96;7.3;
2488;42.7754;1.3125;REF;REF;8.08;13;0;0;88;2;7;1582.66;164.8;56.87;0.1;13.22;35.83;4.97;7.37;
2489;42.7763;1.41;REF;REF;6.39;3;0;0;116;2;7;1709.56;168.97;56.24;0.1;14.13;38.67;5.67;7.43;
2490;42.7771;1.5075;REF;REF;8.87;18;0;0;73;2;8;1268.31;146.43;61.7;0.07;10.63;32.79;5.17;7.33;
2491;42.7778;1.6051;REF;REF;9.56;24;0;0;62;2;7;1225.95;143.73;61.91;0.07;10.65;31.68;4.8;7.33;
2492;42.7784;1.7026;REF;REF;10.26;29;0.07;1;52;2;6;1168.84;142.67;62.1;0.07;10.09;29.99;4.46;7.3;
2493;42.779;1.8001;REF;REF;8.5;14;0;0;79;2;8;1277.26;148.53;61.07;0.1;10.79;32.14;5.27;7.37;
2494;42.7794;1.8977;REF;REF;7.44;8;0;0;97;2;7;1343.31;147.07;61.78;0.1;11.53;34.77;5.89;7.33;
2495;42.7798;1.9952;REF;REF;7.67;7;0;0;86;2;7;1218.71;141.4;62.68;0.1;9.94;33.94;6.04;7.23;
2496;42.78;2.0927;REF;REF;9.39;18;0;1;57;3;6;1120.64;136.23;63.51;0.07;9.55;32.72;5.51;7.33;
2497;42.7802;2.1903;REF;REF;10.04;23;0.03;1;47;2;7;1072.61;132.67;64.29;0.07;9.1;31.65;5.53;7.3;
2498;42.7803;2.2878;REF;REF;10.19;24;0.07;1;45;3;7;1064.4;131.27;64.65;0.07;8.81;30.82;5.54;7.33;
2499;42.7803;2.3854;REF;REF;11.57;35;0.1;4;28;1;4;843.66;96.9;78.05;0.1;5.74;35.52;5.7;7.33;
2500;42.7802;2.4829;REF;REF;13.24;58;0.63;10;17;1;4;755.39;92.93;78.12;0.14;5.18;31.64;7.26;7.33;
2501;42.78;2.5804;REF;REF;14.03;71;1.2;16;14;1;3;716.54;90.63;78.15;0.1;4.9;29.44;8.18;7.33;
2502;42.7798;2.678;REF;REF;14.75;81;1.4;25;11;1;2;689.75;88.8;78.46;0.1;4.65;28.4;8.55;7.3;
2503;42.7794;2.7755;REF;REF;14.95;71;0.6;35;7;1;1;692.47;64.7;89.66;0.03;3.33;37.36;10.42;7.37;
2504;42.779;2.873;REF;REF;15.7;86;1.13;45;6;1;0;660.24;63.53;89.75;0.07;3.16;35;11.28;7.3;
2505;42.7784;2.9706;REF;REF;15.87;90;1.4;47;6;1;0;651.36;63.13;89.75;0.07;3.11;34.54;11.49;7.27;
2506;42.7778;3.0681;REF;REF;15.5;89;2.13;36;7;0;0;638.56;68.73;86.97;0.03;3.41;31.92;10.68;7.37;
2564;42.5894;8.7114;REF;REF;16.36;88;0.37;51;0;1;0;622.57;75.43;82.22;0.07;4.76;24.22;8.57;7.33;
2565;42.5835;8.8083;REF;REF;16.04;82;0.37;46;1;1;0;639.19;76.33;82.08;0.07;4.88;24.83;8.54;7.33;
2566;42.5776;8.9052;REF;REF;14.86;63;0.33;30;3;0;1;704.52;77.8;82.04;0.07;5.32;27.81;9.05;7.37;
2567;42.5716;9.002;REF;REF;13.43;39;0.07;17;7;1;2;775.21;79.53;82.09;0.07;5.88;30.82;8;7.33;
2568;42.5654;9.0989;REF;REF;13.5;39;0.03;17;7;1;3;763.42;79.9;81.8;0.03;5.88;29.61;8.08;7.3;
2569;42.5592;9.1957;REF;REF;11.85;17;0;9;14;1;3;846.02;82.27;81.69;0.03;6.47;32.81;7.35;7.33;
2570;42.5529;9.2925;REF;REF;12.26;21;0;14;12;0;4;900.01;85.1;81.55;0.07;6.63;38.52;6.78;7.3;
2571;42.5465;9.3892;REF;REF;13.57;57;0.1;18;12;1;2;989.66;85.7;83.62;0.07;6.43;43.15;4.89;7.33;
2572;42.54;9.486;REF;REF;16.37;86;0.07;58;0;0;0;815.87;81.5;83.5;0.07;5.18;35.78;6.42;7.3;
2611;42.8106;-0.6407;REF;REF;4.85;0;0;0;136;2;5;2339.69;168.03;59.67;0.07;19.97;55.96;7.49;7.37;
2612;42.8133;-0.5431;REF;REF;6.02;1;0;0;117;2;6;1838.39;163.2;60.21;0.07;15.64;45.16;6.49;7.4;
2613;42.8159;-0.4456;REF;REF;4.66;0;0;0;142;1;5;1953.24;165.53;59.74;0.1;16.58;48.04;7.21;7.33;
2614;42.8184;-0.3481;REF;REF;4.21;0;0;0;151;2;5;1999.55;163.9;60.8;0.1;16.8;50.66;7.44;7.3;
2615;42.8208;-0.2505;REF;REF;2.1;0;0;0;190;3;6;1767.5;160.23;60.47;0.1;14.7;45.16;9.13;7.43;
2616;42.8231;-0.1529;REF;REF;3.34;0;0;0;169;2;3;1682.76;162.27;59.88;0.07;13.98;43.39;7.96;7.3;
2617;42.8254;-0.0554;REF;REF;3.96;0;0;0;158;2;3;1629.43;155.03;61.11;0.07;13.69;42.62;7.5;7.3;
2618;42.8275;0.0422;REF;REF;5.21;0;0;0;134;2;4;1457.22;157.93;60.52;0.03;11.93;37.89;6.6;7.37;
2619;42.8296;0.1398;REF;REF;2.18;0;0;0;189;2;4;1665.24;157.83;61.27;0.03;13.82;44.03;9.12;7.3;
2620;42.8315;0.2374;REF;REF;4.58;0;0;0;144;3;5;1507.31;161.43;59.89;0.07;12.37;37.74;6.99;7.37;
2621;42.8334;0.335;REF;REF;8.61;16;0;0;79;3;8;1124.51;138.03;62.27;0.03;9.82;28.92;4.94;7.33;
2622;42.8352;0.4326;REF;REF;7.26;6;0;0;99;4;8;1219.39;140.47;62.51;0.03;10.49;31.26;5.65;7.33;
2623;42.8369;0.5302;REF;REF;7.33;9;0;0;105;3;8;1440.57;157.77;58.65;0.07;12.16;34.52;5.46;7.37;
2624;42.8385;0.6278;REF;REF;8.43;17;0;0;88;2;9;1360.27;158.5;57.69;0.03;11.39;31.64;4.87;7.33;
2625;42.84;0.7254;REF;REF;9.04;22;0;0;79;2;8;1312.12;153.47;58.46;0.1;11.15;30.89;4.56;7.27;
2626;42.8414;0.823;REF;REF;6.26;3;0;0;120;2;6;1502.6;163.77;57.49;0.07;12.3;34.76;5.88;7.37;
2627;42.8428;0.9206;REF;REF;6.86;5;0;0;109;2;6;1676.28;165.7;57.1;0.07;13.81;37.45;5.61;7.33;
2628;42.844;1.0183;REF;REF;8.17;14;0;0;86;3;7;1572.09;163.47;56.97;0.07;13.38;35.96;5.01;7.33;
2629;42.8452;1.1159;REF;REF;7.41;8;0;0;100;2;7;1630.6;162.37;57.59;0.1;13.99;38.01;5.35;7.37;
2630;42.8463;1.2136;REF;REF;10.49;34;0.27;0;56;2;8;1349.27;155.6;57.93;0.1;11.55;31.69;3.73;7.27;
2631;42.8472;1.3112;REF;REF;9.53;25;0;0;66;1;7;1457.5;158.83;57.44;0.1;12.31;33.34;4.16;7.37;
2632;42.8481;1.4088;REF;REF;7.95;12;0;0;90;2;7;1595.03;164.67;56.88;0.1;13.36;36.14;5.05;7.3;
2633;42.8489;1.5065;REF;REF;8.88;18;0;0;73;2;8;1267.4;146.3;61.76;0.07;10.63;32.8;5.16;7.33;
2634;42.8497;1.6041;REF;REF;11.46;40;0.2;1;38;2;6;1073.79;137.73;62.4;0.1;9.11;28.01;4.27;7.4;
2635;42.8503;1.7018;REF;REF;8.24;13;0;0;83;2;7;1299.37;149.23;60.9;0.1;10.99;33.29;5.49;7.33;
2636;42.8508;1.7995;REF;REF;7.83;10;0;0;90;1;6;1323.17;149.47;61.11;0.1;11.36;34.26;5.72;7.37;
2637;42.8513;1.8971;REF;REF;9.97;27;0.03;0;55;1;7;1187.43;143.6;61.57;0.1;10.12;31.6;4.59;7.4;
2638;42.8516;1.9948;REF;REF;9.94;22;0;1;49;1;7;1082.78;132.8;64.28;0.07;9.13;31.7;5.5;7.4;
2639;42.8519;2.0924;REF;REF;10.28;25;0.07;1;44;2;7;1059.39;131.13;64.81;0.07;8.85;29.61;5.6;7.37;
2640;42.8521;2.1901;REF;REF;11.97;44;0.63;4;27;1;6;947.74;127.67;65.03;0.1;7.8;26.63;6.53;7.3;
2641;42.8522;2.2877;REF;REF;11.19;34;0.27;2;33;1;6;996.93;131;64.59;0.1;8.23;27.62;5.94;7.3;
2642;42.8522;2.3854;REF;REF;11.37;34;0.2;4;27;2;4;1012.97;115.13;72.67;0.1;7.6;36.83;7.79;7.37;
2643;42.8521;2.4831;REF;REF;12.24;44;0.53;7;21;1;4;965.67;112.27;72.79;0.07;7.17;35.85;8.28;7.37;
2644;42.8519;2.5807;REF;REF;12.87;52;0.83;10;18;1;4;926.4;111.53;72.42;0.1;6.91;32.51;8.75;7.37;
2645;42.8516;2.6784;REF;REF;13.62;63;1.83;15;15;1;4;886.11;109.03;72.88;0.07;6.61;31.21;9.29;7.4;
2646;42.8513;2.776;REF;REF;14.43;63;0.47;30;8;1;1;716.5;65.3;89.61;0.03;3.45;38.62;9.95;7.27;
2647;42.8508;2.8737;REF;REF;15.01;72;0.5;36;7;1;1;692.89;64.9;89.65;0.03;3.33;36.48;10.5;7.33;
2648;42.8503;2.9714;REF;REF;15.54;82;0.77;42;6;1;0;668.4;63.77;89.71;0.07;3.2;35.33;11.08;7.33;
2649;42.8497;3.069;REF;REF;15.9;90;1.4;47;6;1;0;649.59;62.97;89.77;0.07;3.1;34.43;11.53;7.3;
2709;42.6492;8.9133;REF;REF;16.27;86;0.47;50;0;0;0;633.33;75.63;82.11;0.07;4.75;24.79;8.58;7.3;
2710;42.6431;9.0103;REF;REF;16.07;83;0.37;47;1;0;0;638.08;76;82;0.07;4.93;24.75;8.53;7.33;
2711;42.637;9.1072;REF;REF;15.43;71;0.43;38;1;0;0;670.35;77.37;81.91;0.07;5.17;26.1;8.64;7.33;
2712;42.6308;9.2042;REF;REF;13.33;36;0.27;20;7;1;2;834.78;83.23;81.83;0.1;6.14;34.83;7.09;7.33;
2713;42.6245;9.3011;REF;REF;15.49;71;0.27;42;1;0;1;719.87;80.13;81.69;0.07;5.16;29.61;7.31;7.3;
2714;42.6181;9.398;REF;REF;14.47;58;0.4;31;4;0;2;911.14;82.87;82.13;0.07;6.72;36.32;7.09;7.27;
2715;42.6116;9.4948;REF;REF;16.45;86;0.07;60;0;0;0;810.91;80.97;83.56;0.07;5.14;35.52;6.47;7.33;
2753;42.8797;-0.742;REF;REF;5.63;0;0;0;122;2;6;2254.96;162.97;60.85;0.07;19.58;55.44;7.07;7.3;
2754;42.8824;-0.6444;REF;REF;6.66;3;0;0;103;2;7;2143.13;164.67;60.7;0.07;18.31;52.56;6.58;7.33;
2755;42.8851;-0.5467;REF;REF;7.31;5;0;0;90;2;7;2072.93;161.4;60.96;0.07;17.78;50.93;6.16;7.33;
