#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORSD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35Â°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#     NORTNFD : Nombre de jours de gel (jour(s))
#     NORTNCWD : Nombre de jours d'une vague de froid (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de prÃ©cipitation (mm)
#     NORRR1MM : Nombre de jours de pluie (jour(s))
#     NORPFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     NORTPSPI : Temps passÃ© en sÃ©cheresse mÃ©tÃ©orologique
#     NORPQ90 : prÃ©cipitations intenses (Q90) (mm)
#     NORPQ99 : prÃ©cipitations extrÃªmes (Q99) (mm)
#     NORFFQ98 : vent fort (Q98) (m/s)
#     NORFF98 : nombre de jours de vent fort (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;
#-----------------------------------------------------------------------------
13975;48.4698;6.2858;REF;REF;9.7;32;0.57;1;70;6;10;822.62;135.43;58.21;0.07;7.02;19.73;6.14;7.43;
13976;48.4661;6.3938;REF;REF;9.79;33;0.57;1;69;6;10;820.65;135.17;58.2;0.07;6.92;19.82;6.23;7.37;
13977;48.4624;6.5018;REF;REF;9.83;33;0.57;1;68;5;10;818.75;135;58.17;0.07;6.89;19.75;6.26;7.37;
13978;48.4585;6.6098;REF;REF;9.73;32;0.53;1;69;5;10;827.1;135.13;58.47;0.07;6.94;20.24;6.17;7.43;
13979;48.4546;6.7178;REF;REF;9.7;32;0.5;1;70;6;11;829.06;135.33;58.48;0.07;7.09;20.29;6.16;7.27;
13980;48.4505;6.8257;REF;REF;9.55;29;0.4;1;71;5;11;839.84;136.67;58.29;0.07;7.16;20.55;6.05;7.33;
13981;48.4464;6.9336;REF;REF;9.33;27;0.1;1;74;7;11;1433.67;167.37;54.65;0.07;11.94;31.16;4.87;7.4;
13982;48.4421;7.0415;REF;REF;8.52;16;0.07;1;82;5;11;1534.86;166.83;54.72;0.1;12.99;33.02;4.55;7.27;
13983;48.4378;7.1494;REF;REF;8.19;13;0;1;89;6;10;1242.42;162.97;54.33;0.1;10.31;26.97;5.27;7.27;
13984;48.4333;7.2573;REF;REF;7.4;6;0;1;94;5;10;1316.58;170.7;53.46;0.1;10.7;28.33;5.7;7.27;
13985;48.4288;7.3652;REF;REF;8.01;11;0;1;90;6;11;1257.06;165.17;53.91;0.1;10.39;27.19;5.3;7.33;
13986;48.4241;7.473;REF;REF;10.57;40;0.3;4;58;5;10;694.55;127.47;60.51;0.1;5.83;17.43;5.65;7.3;
13987;48.4194;7.5808;REF;REF;10.98;45;0.4;4;52;5;11;671.4;126.27;60.41;0.1;5.62;16.82;6;7.3;
13988;48.4145;7.6886;REF;REF;11.01;45;0.4;4;52;4;10;670.29;125.73;60.43;0.1;5.61;16.77;6.02;7.33;
13989;48.4096;7.7964;REF;REF;11.02;46;0.37;4;52;4;10;670.85;126.27;60.57;0.14;5.66;17.02;6.05;7.27;
14014;48.3821;-4.9622;REF;REF;11.93;6;0;0;4;1;1;889.73;148.2;54.98;0.1;7.53;19.6;11.01;7.33;
14016;48.3952;-4.7471;REF;REF;11.55;5;0;0;5;1;1;910.25;149.63;54.91;0.1;7.7;20.1;10.82;7.37;
14017;48.4016;-4.6395;REF;REF;11.43;8;0.03;0;9;1;2;1056.79;159.73;53.85;0.07;8.87;22.54;9.19;7.37;
14018;48.408;-4.5319;REF;REF;11.52;9;0.03;0;8;1;2;1053.36;159.73;53.9;0.1;8.85;22.15;9.2;7.33;
14019;48.4142;-4.4243;REF;REF;11.53;9;0.1;0;8;0;2;1053.36;159.73;53.91;0.1;8.87;22.29;9.19;7.27;
14020;48.4203;-4.3166;REF;REF;11.36;8;0.1;0;9;0;2;1064.38;160.43;53.93;0.1;8.97;22.54;9.18;7.33;
14021;48.4263;-4.209;REF;REF;11.13;7;0.03;0;10;1;2;1079.53;161.7;53.98;0.1;9.03;22.51;9.16;7.37;
14022;48.4323;-4.1012;REF;REF;11.09;7;0.03;0;10;1;2;1082.53;161.97;53.98;0.1;9.07;22.59;9.16;7.33;
14023;48.4381;-3.9935;REF;REF;10.78;7;0;0;12;1;2;1101.14;162.1;54.01;0.1;9.23;22.8;9.16;7.33;
14024;48.4439;-3.8858;REF;REF;10.33;12;0.13;0;24;2;4;1249.32;166.63;53.76;0.1;10.4;25.98;8.13;7.33;
14025;48.4495;-3.778;REF;REF;10.44;13;0.13;0;23;2;4;1240.47;166.13;53.76;0.1;10.31;25.8;8.12;7.33;
14026;48.455;-3.6702;REF;REF;10.48;13;0.1;0;23;2;4;1235.41;165.9;53.7;0.1;10.36;26.16;8.13;7.3;
14027;48.4605;-3.5624;REF;REF;10.32;12;0.13;0;24;2;4;1245.18;166.53;53.7;0.1;10.43;25.95;8.14;7.33;
14028;48.4658;-3.4545;REF;REF;10.51;12;0.13;0;20;2;4;1043.82;156.37;54.78;0.1;8.77;22.73;8.27;7.33;
14029;48.4711;-3.3467;REF;REF;10.5;12;0.1;0;20;2;4;1042.25;156.8;54.67;0.07;8.77;22.44;8.25;7.37;
14030;48.4762;-3.2388;REF;REF;10.54;12;0.13;0;19;2;4;1040.23;156.63;54.61;0.07;8.76;22.39;8.24;7.37;
14031;48.4813;-3.1309;REF;REF;11;15;0.2;0;18;2;3;1010.41;155.6;54.67;0.07;8.45;21.82;8.11;7.4;
14032;48.4862;-3.023;REF;REF;10.73;14;0.2;0;19;1;3;1026.84;155.73;54.72;0.1;8.49;22.32;8.14;7.33;
14033;48.4911;-2.915;REF;REF;10.98;15;0.2;0;18;1;3;1010.97;155.8;54.78;0.1;8.38;22;8.06;7.33;
14034;48.4958;-2.807;REF;REF;11.06;8;0.03;0;14;2;1;746.25;132.97;58.46;0.1;6.28;17.63;8.78;7.33;
14035;48.5005;-2.6991;REF;REF;11.46;10;0.1;0;12;1;1;726.94;132.17;58.34;0.1;6.12;17.36;8.85;7.37;
14036;48.505;-2.5911;REF;REF;11.27;14;0.27;0;21;2;1;691.06;130.1;58.26;0.1;5.75;16.82;8.04;7.3;
14037;48.5095;-2.483;REF;REF;11.09;13;0.2;0;22;2;2;698.99;130.43;58.13;0.1;5.8;16.98;7.97;7.33;
14038;48.5138;-2.375;REF;REF;11.17;13;0.2;0;21;2;2;695.96;130.3;58.22;0.1;5.78;16.92;8;7.33;
14039;48.5181;-2.2669;REF;REF;11.43;15;0.17;0;20;2;2;686.13;129.87;58.18;0.1;5.73;17.1;8.14;7.33;
14040;48.5223;-2.1589;REF;REF;11.29;14;0.17;0;21;2;1;694.5;130.43;58.21;0.1;5.79;17.29;8.07;7.37;
14041;48.5263;-2.0508;REF;REF;11.29;14;0.17;0;21;3;2;694.06;130.23;58.3;0.1;5.79;16.89;8.09;7.3;
14042;48.5303;-1.9426;REF;REF;11.58;16;0.13;0;19;3;2;682.17;129.27;58.24;0.1;5.76;16.48;8.2;7.3;
14043;48.5342;-1.8345;REF;REF;11.65;12;0;0;16;3;2;737.76;132.77;58.01;0.1;6.45;17.09;9.61;7.33;
14044;48.5379;-1.7264;REF;REF;11.59;12;0;0;16;3;2;741.08;132.83;58;0.1;6.49;17.15;9.57;7.33;
14045;48.5416;-1.6182;REF;REF;11.41;11;0;0;17;3;2;748.38;133.4;57.89;0.1;6.49;17.27;9.48;7.3;
14046;48.5452;-1.51;REF;REF;11.52;12;0;0;17;3;3;890.98;139.17;57.55;0.1;7.72;20.08;9.83;7.33;
14047;48.5486;-1.4019;REF;REF;11.24;11;0;0;18;3;3;907.74;140.17;57.48;0.1;7.86;20.45;9.66;7.33;
14048;48.552;-1.2937;REF;REF;10.95;10;0;0;19;3;3;926.2;141.27;57.48;0.1;7.97;20.89;9.52;7.33;
14049;48.5553;-1.1854;REF;REF;10.74;15;0;0;27;2;4;1020.52;145.53;58.02;0.1;8.68;23.88;8.55;7.3;
14050;48.5584;-1.0772;REF;REF;10.81;15;0;0;27;3;4;1015.03;145.43;58.03;0.1;8.63;23.53;8.64;7.3;
14051;48.5615;-0.969;REF;REF;10.67;15;0;0;28;3;4;1028.92;145.87;58.09;0.1;8.81;23.95;8.55;7.3;
14052;48.5645;-0.8607;REF;REF;10.6;15;0;0;29;3;4;1033.42;145.97;58.06;0.1;8.86;24.05;8.53;7.27;
14053;48.5674;-0.7524;REF;REF;10.62;15;0;0;29;2;3;1032.53;145.93;58.16;0.07;8.77;24.24;8.55;7.33;
14054;48.5701;-0.6442;REF;REF;10.57;20;0.13;0;34;3;4;864.41;137.77;59.64;0.07;7.35;20.8;7.8;7.33;
14055;48.5728;-0.5359;REF;REF;10.27;19;0.17;0;38;3;4;882.52;138.13;59.61;0.07;7.55;21.23;7.67;7.37;
14056;48.5754;-0.4276;REF;REF;10.17;19;0.17;0;39;3;4;888.46;138.33;59.69;0.1;7.68;21.56;7.54;7.27;
14057;48.5779;-0.3193;REF;REF;10.11;18;0.17;0;40;4;4;890.06;138.4;59.63;0.1;7.63;21.65;7.52;7.4;
14058;48.5803;-0.2109;REF;REF;9.76;17;0.23;0;44;4;5;911.91;138.5;59.76;0.1;7.9;22.14;7.39;7.37;
14059;48.5825;-0.1026;REF;REF;9.83;22;0.37;0;50;3;5;836;132.97;60.17;0.07;7.15;20.6;7.09;7.4;
14060;48.5847;0.0057;REF;REF;9.77;21;0.33;0;50;3;5;841.05;133.5;60.2;0.07;7.19;20.74;7.06;7.33;
14061;48.5868;0.1141;REF;REF;10.26;24;0.3;0;44;3;5;814.12;133.07;60.15;0.07;6.95;20.3;7.08;7.27;
14062;48.5888;0.2224;REF;REF;10.49;25;0.27;1;41;3;5;800.5;132.37;60.09;0.07;6.74;19.62;7.12;7.33;
14063;48.5907;0.3308;REF;REF;10.55;26;0.3;1;40;2;6;751.06;132.93;58.98;0.07;6.37;17.91;7.56;7.3;
14064;48.5925;0.4392;REF;REF;10.53;26;0.3;1;40;2;6;752.3;132.77;58.98;0.07;6.41;17.94;7.58;7.33;
14065;48.5941;0.5476;REF;REF;10.23;24;0.2;1;44;3;6;768.29;132.7;59.14;0.07;6.51;18.35;7.54;7.27;
14066;48.5957;0.6559;REF;REF;10.13;24;0.2;1;46;3;6;773.09;132.7;59.12;0.07;6.54;18.47;7.55;7.33;
14067;48.5972;0.7643;REF;REF;10.24;24;0.27;1;44;2;7;769.37;133.07;59.2;0.07;6.5;18.49;7.55;7.33;
14068;48.5986;0.8727;REF;REF;10.02;26;0.5;1;51;4;8;739.3;127.87;60.36;0.03;6.37;18.28;6.91;7.27;
14069;48.5999;0.9811;REF;REF;10.19;27;0.47;1;48;4;7;731.09;127.63;60.38;0.03;6.31;18.15;6.98;7.27;
14070;48.6011;1.0895;REF;REF;10.18;28;0.43;0;49;3;8;614.44;117.63;62.61;0.03;5.18;16.25;7.3;7.27;
14071;48.6022;1.198;REF;REF;10.22;28;0.43;0;48;3;7;613.36;117.5;62.65;0.03;5.18;16.24;7.32;7.33;
14072;48.6032;1.3064;REF;REF;10.58;31;0.57;1;43;3;7;617.31;116.93;61.91;0.07;5.27;15.92;6.92;7.3;
14073;48.6041;1.4148;REF;REF;10.65;31;0.53;1;42;3;7;614.15;116.7;61.87;0.07;5.21;15.78;6.96;7.27;
14074;48.6049;1.5232;REF;REF;10.93;32;0.63;1;39;3;7;603.22;116.07;61.78;0.07;5.12;15.49;7.14;7.33;
14075;48.6056;1.6317;REF;REF;10.91;32;0.57;1;39;3;7;603.61;116.87;61.72;0.07;5.15;15.64;7.13;7.3;
14076;48.6062;1.7401;REF;REF;10.64;29;0.5;1;44;3;7;676.01;121.03;62.19;0.07;5.75;17.54;6.82;7.33;
14077;48.6067;1.8485;REF;REF;10.61;29;0.5;1;44;3;7;677.42;121.03;62.19;0.07;5.77;17.57;6.79;7.33;
14078;48.6071;1.957;REF;REF;10.78;31;0.5;1;43;3;7;670.73;120.8;62.16;0.1;5.75;17.48;6.93;7.33;
14079;48.6073;2.0654;REF;REF;10.88;34;0.73;3;43;3;7;648.2;118.9;62.52;0.07;5.52;17.28;7.55;7.4;
14080;48.6075;2.1738;REF;REF;10.99;35;0.63;3;42;3;7;642.02;118.67;62.53;0.03;5.46;16.58;7.63;7.27;
14081;48.6076;2.2823;REF;REF;11.71;39;0.73;5;30;2;7;629.49;115.77;63.12;0.07;5.38;16.68;7.84;7.37;
14082;48.6076;2.3907;REF;REF;11.7;38;0.73;5;30;2;7;629.67;115.77;63.11;0.07;5.38;16.68;7.84;7.33;
14083;48.6076;2.4992;REF;REF;11.76;39;0.77;5;30;3;7;628.71;115.67;63.23;0.07;5.4;16.8;7.86;7.3;
14084;48.6074;2.6076;REF;REF;11.03;37;0.77;1;44;3;7;661.9;121.07;62.27;0.07;5.66;17.71;8.3;7.33;
14085;48.6071;2.716;REF;REF;11;37;0.77;1;45;3;7;663.07;121.37;62.3;0.07;5.68;17.75;8.28;7.3;
14086;48.6067;2.8245;REF;REF;10.95;36;0.8;1;45;3;7;664.24;121.43;62.23;0.07;5.72;17.47;8.25;7.33;
14087;48.6062;2.9329;REF;REF;10.84;35;0.77;1;47;3;8;668.44;121.97;62.22;0.07;5.76;17.67;8.19;7.33;
14088;48.6056;3.0414;REF;REF;10.85;35;0.9;2;42;3;8;709.5;124.1;61.53;0.07;6.09;18.54;7.86;7.27;
14089;48.6049;3.1498;REF;REF;10.69;33;0.8;2;45;3;8;717.76;124.67;61.59;0.1;6.11;18.43;7.79;7.43;
14090;48.6041;3.2582;REF;REF;10.7;33;0.8;2;44;3;8;717.23;124.53;61.53;0.1;6.1;18.41;7.8;7.33;
14091;48.6032;3.3666;REF;REF;10.62;32;0.77;2;46;4;8;722.2;124.87;61.51;0.1;6.14;18.31;7.72;7.33;
14092;48.6022;3.4751;REF;REF;10.6;32;0.7;1;46;3;8;724.27;124.53;61.61;0.1;6.21;18.59;7.69;7.23;
14093;48.6011;3.5835;REF;REF;10.56;32;0.73;1;48;4;9;726.83;126.1;61.97;0.14;6.24;18.6;7.19;7.4;
14094;48.5999;3.6919;REF;REF;10.77;34;0.73;1;45;4;8;717.11;124.8;62.09;0.1;6.27;18.5;7.3;7.23;
14095;48.5986;3.8003;REF;REF;10.87;39;0.83;1;50;5;8;688.77;122.77;61.96;0.07;6.08;18.07;7.28;7.33;
14096;48.5972;3.9087;REF;REF;10.83;39;0.83;1;51;5;8;690.46;123;61.94;0.07;6.1;18.11;7.25;7.33;
14097;48.5958;4.0171;REF;REF;10.75;38;0.77;1;54;6;9;676.11;127.1;59.63;0.14;5.75;16.83;7.77;7.33;
14098;48.5942;4.1255;REF;REF;10.67;37;0.77;1;55;6;10;680.91;126.8;59.67;0.14;5.78;16.97;7.69;7.33;
14099;48.5925;4.2338;REF;REF;10.6;36;0.73;1;56;5;9;682.15;127.53;59.66;0.1;5.75;16.89;7.62;7.33;
14100;48.5907;4.3422;REF;REF;10.39;33;0.67;1;55;5;9;706.76;124.67;61.65;0.1;6.09;18.33;7.09;7.33;
14101;48.5888;4.4506;REF;REF;10.42;34;0.67;1;54;5;10;705.5;124.57;61.64;0.1;6.08;18.3;7.1;7.3;
14102;48.5868;4.5589;REF;REF;10.49;34;0.67;1;53;5;10;702.61;124.17;61.73;0.14;6.16;18.2;7.13;7.33;
14103;48.5847;4.6673;REF;REF;10.93;40;0.8;2;50;5;10;778.8;131.73;59.53;0.1;6.69;19.18;6.68;7.33;
14104;48.5826;4.7756;REF;REF;10.87;39;0.83;2;51;5;11;781.26;132.03;59.41;0.03;6.73;19.09;6.66;7.37;
14105;48.5803;4.884;REF;REF;10.84;39;0.87;1;53;5;12;834.61;136.93;58.56;0.03;7.25;20.21;6.24;7.27;
14106;48.5779;4.9923;REF;REF;10.55;36;0.83;2;56;5;11;848.63;137.67;58.74;0.03;7.36;20.67;6.01;7.3;
14107;48.5754;5.1006;REF;REF;10.47;37;0.9;1;57;6;11;958.19;148.47;56.25;0.03;8.12;21.27;6.34;7.37;
14108;48.5729;5.2089;REF;REF;9.61;28;0.47;1;67;6;11;1033.22;146.13;58.13;0.03;8.91;24.19;6.61;7.33;
14109;48.5702;5.3172;REF;REF;9.49;26;0.33;1;67;5;10;1041.72;146.6;58.03;0.03;8.96;24.38;6.52;7.3;
14110;48.5674;5.4255;REF;REF;9.43;25;0.37;1;67;5;10;1047.25;148.1;57.91;0.03;8.93;24.17;6.49;7.33;
14111;48.5645;5.5337;REF;REF;9.39;25;0.37;1;66;6;10;1052.13;147.87;58.13;0.07;8.87;24.73;6.45;7.3;
14112;48.5616;5.642;REF;REF;9.38;27;0.5;0;70;6;11;940.36;139.57;58.98;0.07;8.09;22.43;6.93;7.37;
14113;48.5585;5.7502;REF;REF;9.79;31;0.7;1;64;5;11;819.05;132.17;59.82;0.1;7.09;20.18;9.04;7.37;
14114;48.5553;5.8585;REF;REF;9.9;33;0.73;1;64;6;10;808.61;131.1;59.87;0.1;7.05;19.53;9.22;7.33;
14115;48.552;5.9667;REF;REF;9.5;28;0.4;1;71;6;10;838.88;137.2;57.97;0.1;7.05;19.93;6.04;7.33;
14116;48.5487;6.0749;REF;REF;9.82;33;0.53;1;68;6;9;817.29;135.1;58.12;0.1;6.99;19.18;6.26;7.37;
14117;48.5452;6.1831;REF;REF;9.75;32;0.6;1;69;6;10;820.05;135.07;58.18;0.07;7;19.67;6.19;7.33;
14118;48.5416;6.2912;REF;REF;9.78;33;0.6;1;69;5;10;818.62;134.87;58.18;0.07;6.99;19.64;6.21;7.23;
14119;48.538;6.3994;REF;REF;10.01;34;0.57;1;65;6;9;809.41;134.87;58.14;0.07;6.91;19.54;6.38;7.33;
14120;48.5342;6.5075;REF;REF;10.06;35;0.63;1;65;5;9;808.38;135.1;58.2;0.07;6.76;19.81;6.43;7.37;
14121;48.5303;6.6157;REF;REF;9.94;34;0.6;1;66;5;9;813.64;135;58.21;0.07;6.83;19.94;6.33;7.33;
14122;48.5264;6.7238;REF;REF;9.83;33;0.57;1;68;5;10;824.53;134.97;58.48;0.07;6.95;20.92;6.24;7.33;
14123;48.5223;6.8319;REF;REF;9.73;34;0.27;1;75;6;11;1007.8;145;57.75;0.07;8.6;24.35;6.39;7.3;
14124;48.5182;6.94;REF;REF;9.29;27;0.07;1;77;7;11;1047.15;150;57.27;0.07;8.85;24.64;6.15;7.33;
14125;48.5139;7.048;REF;REF;8.59;15;0;1;81;7;11;1109.41;150.9;57.2;0.07;9.49;26.16;5.72;7.33;
14126;48.5095;7.1561;REF;REF;7.97;11;0;1;90;6;9;1262.74;166.43;53.82;0.07;10.46;27.24;5.39;7.27;
14127;48.5051;7.2641;REF;REF;9.07;21;0.03;1;74;5;10;1182.11;164.17;54.21;0.07;9.7;26.42;5.31;7.4;
14128;48.5005;7.3721;REF;REF;9.46;24;0.17;2;70;6;10;1159.84;164;54.12;0.1;9.56;25.24;5.37;7.3;
14129;48.4959;7.4801;REF;REF;10.47;38;0.33;3;57;5;12;678.76;135.03;57.92;0.1;5.54;16.5;6.99;7.37;
14130;48.4911;7.588;REF;REF;10.98;45;0.4;4;52;5;11;671.37;126.27;60.42;0.1;5.62;16.82;6;7.3;
14131;48.4863;7.696;REF;REF;11.05;46;0.4;4;52;4;10;668.75;125.53;60.43;0.1;5.6;16.73;6.05;7.33;
14132;48.4813;7.8039;REF;REF;11.06;46;0.37;5;52;4;10;669.53;126.1;60.58;0.14;5.67;16.99;6.08;7.33;
14159;48.4668;-4.7568;REF;REF;11.69;5;0;0;4;1;1;902.67;149.23;54.93;0.1;7.65;19.9;10.88;7.27;
14160;48.4733;-4.6491;REF;REF;11.38;5;0;0;5;1;1;919.04;150.13;54.89;0.1;7.78;20.29;10.74;7.33;
14161;48.4796;-4.5414;REF;REF;11.4;8;0.03;0;9;1;2;1061.04;160.23;53.92;0.1;8.92;22.33;9.19;7.37;
14162;48.4858;-4.4336;REF;REF;11.37;8;0;0;9;0;1;1062.67;160.47;54.08;0.1;9.03;22.5;9.22;7.37;
14163;48.492;-4.3258;REF;REF;11.33;8;0;0;9;0;1;1065.48;160.47;54.15;0.1;9.07;22.57;9.22;7.37;
14164;48.498;-4.218;REF;REF;11.34;8;0;0;9;0;2;1066.16;160.43;54.11;0.1;8.96;22.65;9.19;7.33;
14165;48.504;-4.1101;REF;REF;11.28;8;0.1;0;9;1;2;1070.02;161.43;53.96;0.1;8.96;22.28;9.17;7.33;
14166;48.5098;-4.0022;REF;REF;11.16;8;0;0;10;1;2;1075.29;161.27;53.94;0.1;9.02;22.27;9.15;7.37;
14167;48.5155;-3.8943;REF;REF;11.08;7;0;0;10;0;2;1078.65;160.73;53.97;0.1;9.04;22.58;9.12;7.3;
14168;48.5212;-3.7864;REF;REF;11.01;7;0;0;11;0;2;1082.84;161;54.02;0.1;9.08;22.69;9.12;7.33;
14169;48.5267;-3.6785;REF;REF;10.77;7;0;0;12;0;2;1098.61;161.67;53.99;0.1;9.24;23.43;9.15;7.33;
14170;48.5322;-3.5705;REF;REF;10.45;6;0;0;14;1;2;1117.75;162.23;53.96;0.1;9.46;23.89;9.21;7.3;
14171;48.5375;-3.4625;REF;REF;10.63;10;0.07;0;21;1;3;920.45;148.1;55.71;0.07;7.76;20.73;7.78;7.37;
14172;48.5428;-3.3545;REF;REF;10.55;10;0.03;0;23;2;3;924.49;148.37;55.65;0.07;7.88;20.58;7.79;7.4;
14173;48.5479;-3.2465;REF;REF;10.48;10;0.03;0;23;2;3;928.15;148.43;55.63;0.07;7.91;20.66;7.78;7.37;
14174;48.553;-3.1384;REF;REF;11;12;0.07;0;20;2;2;900.82;146.5;55.63;0.07;7.61;20.08;7.85;7.4;
14175;48.558;-3.0303;REF;REF;10.94;11;0.07;0;19;1;2;904.86;146.93;55.72;0.07;7.64;20.62;7.79;7.33;
14176;48.5628;-2.9222;REF;REF;11.11;8;0.03;0;13;1;1;745.01;133.17;58.41;0.07;6.27;17.89;8.77;7.33;
14177;48.5676;-2.8141;REF;REF;11.33;9;0.03;0;13;1;1;734.36;131.97;58.44;0.1;6.16;17.36;8.79;7.37;
14178;48.5722;-2.706;REF;REF;11.78;12;0.13;0;11;1;1;711.38;130.6;58.39;0.1;5.99;17.02;8.92;7.3;
14179;48.5768;-2.5978;REF;REF;11.58;16;0.23;0;20;2;1;678.09;128.87;58.25;0.1;5.65;16.45;8.18;7.3;
14180;48.5813;-2.4897;REF;REF;11.15;13;0.2;0;21;2;2;696.55;130.2;58.14;0.1;5.78;16.92;7.99;7.37;
14181;48.5856;-2.3815;REF;REF;11.34;14;0.2;0;20;2;2;689.56;130.03;58.13;0.1;5.76;17.15;8.11;7.37;
14182;48.5899;-2.2733;REF;REF;11.4;15;0.17;0;20;2;2;687.22;129.87;58.14;0.1;5.74;17.1;8.13;7.3;
14183;48.5941;-2.1651;REF;REF;11.61;16;0.13;0;19;2;1;680.96;129.37;58.3;0.1;5.68;17;8.23;7.27;
14184;48.5981;-2.0568;REF;REF;11.5;11;0;0;17;2;1;745.21;132.97;57.98;0.1;6.37;17.45;9.49;7.33;
14185;48.6021;-1.9486;REF;REF;11.58;11;0;0;16;2;1;744.68;132.9;58.07;0.1;6.34;17.47;9.57;7.33;
14186;48.606;-1.8403;REF;REF;11.77;12;0;0;16;2;1;735.18;132.87;57.94;0.1;6.36;17.24;9.73;7.33;
14187;48.6097;-1.732;REF;REF;11.77;12;0;0;16;2;1;735.17;132.9;57.94;0.1;6.36;17.24;9.73;7.33;
14188;48.6134;-1.6237;REF;REF;11.67;12;0;0;16;3;2;735.95;132.5;57.92;0.1;6.39;16.98;9.63;7.37;
14189;48.617;-1.5154;REF;REF;11.75;13;0;0;16;3;2;734.3;132.27;57.94;0.1;6.32;17.04;9.72;7.37;
14190;48.6205;-1.407;REF;REF;11.48;12;0;0;17;3;3;894.28;139.3;57.51;0.07;7.75;20.39;9.83;7.33;
14191;48.6238;-1.2987;REF;REF;11.37;12;0;0;17;2;3;901.76;139.8;57.63;0.03;7.74;20.85;9.78;7.3;
14192;48.6271;-1.1903;REF;REF;10.9;16;0;0;26;3;4;1011.04;145.4;58.21;0.03;8.62;24.23;8.65;7.33;
14193;48.6303;-1.0819;REF;REF;10.72;15;0;0;28;3;3;1024.06;146;58.21;0.03;8.73;24.55;8.57;7.37;
14194;48.6334;-0.9735;REF;REF;10.56;15;0;0;29;3;3;1036.5;146.07;58.05;0.1;8.88;24.12;8.52;7.3;
14195;48.6363;-0.8651;REF;REF;10.13;13;0;0;33;3;4;1067.45;146.43;58.12;0.1;9.16;24.85;8.37;7.3;
14196;48.6392;-0.7567;REF;REF;10.24;19;0.17;0;38;3;4;887.72;138.27;59.66;0.1;7.58;21.06;7.6;7.33;
14197;48.642;-0.6483;REF;REF;10.22;19;0.17;0;38;3;4;885.49;138.3;59.61;0.07;7.57;21.3;7.64;7.3;
14198;48.6447;-0.5398;REF;REF;10.06;18;0.17;0;40;3;5;894.86;138.3;59.68;0.07;7.62;21.52;7.57;7.33;
14199;48.6473;-0.4314;REF;REF;9.94;18;0.2;0;42;3;4;901.33;138.5;59.8;0.1;7.78;21.64;7.51;7.33;
14200;48.6497;-0.3229;REF;REF;10.04;18;0.17;0;41;4;5;895.64;138.07;59.88;0.14;7.7;21.14;7.54;7.33;
14201;48.6521;-0.2145;REF;REF;10.09;18;0.17;0;40;3;4;892.52;138.07;59.84;0.14;7.66;21.08;7.57;7.3;
14202;48.6544;-0.106;REF;REF;10.51;25;0.33;0;41;3;5;796.23;132.33;59.98;0.1;6.78;19.44;7.11;7.3;
14203;48.6566;0.0025;REF;REF;10.42;24;0.3;1;41;3;5;803.83;132.33;60.1;0.1;6.85;19.82;7.08;7.33;
14204;48.6587;0.111;REF;REF;10.62;25;0.3;1;39;3;5;792.3;131.73;60.09;0.1;6.73;19.48;7.12;7.37;
14205;48.6607;0.2195;REF;REF;10.47;25;0.3;1;41;3;5;803.12;132.6;60.14;0.1;6.73;19.64;7.13;7.3;
14206;48.6626;0.328;REF;REF;10.31;25;0.3;1;43;3;6;765.36;132.77;59.16;0.07;6.49;18.25;7.56;7.33;
14207;48.6644;0.4366;REF;REF;10.15;24;0.27;1;46;2;6;771.47;133.3;59.05;0.07;6.53;18.4;7.57;7.33;
14208;48.666;0.5451;REF;REF;10.13;24;0.2;1;46;3;6;773.04;132.7;59.12;0.07;6.54;18.47;7.55;7.33;
14209;48.6676;0.6536;REF;REF;10.19;24;0.2;1;45;3;6;769.8;132.87;59.1;0.07;6.52;18.39;7.54;7.33;
14210;48.6691;0.7622;REF;REF;10.43;25;0.27;1;42;2;7;758.97;132.9;59.18;0.07;6.41;18.14;7.56;7.23;
14211;48.6705;0.8707;REF;REF;10.37;28;0.5;1;46;4;7;723.22;127.23;60.39;0.03;6.2;17.94;7.05;7.3;
14212;48.6718;0.9793;REF;REF;10.46;28;0.5;1;45;4;7;719.82;127.03;60.35;0.03;6.14;17.87;7.11;7.37;
