Point;Latitude;Longitude;Contexte;P̩riode;NORIFM40;NORIFMxAV;NORIFMx50;AIFM40;AIFMxAV;AIFMx50;
5609;44.3043;-1.2209;RCP4.5;H1;0;6.04;1;0;0.96;1;
5610;44.3075;-1.1208;RCP4.5;H1;2;6.02;1;1;0.96;1;
5611;44.3106;-1.0207;RCP4.5;H1;2;5.64;0;1;1.1;0;
5612;44.3136;-0.9206;RCP4.5;H1;2;5.59;0;1;1.1;0;
5613;44.3166;-0.8205;RCP4.5;H1;2;5.65;0;1;1.15;0;
5614;44.3194;-0.7204;RCP4.5;H1;2;5.67;1;1;1.19;0;
5615;44.3222;-0.6202;RCP4.5;H1;2;5.61;1;2;1.18;0;
5616;44.3248;-0.5201;RCP4.5;H1;2;5.59;1;2;1.22;1;
5617;44.3274;-0.4199;RCP4.5;H1;2;6.16;1;1;1.25;1;
5618;44.3299;-0.3198;RCP4.5;H1;3;6.18;1;2;1.27;1;
5619;44.3322;-0.2196;RCP4.5;H1;3;6.14;1;2;1.22;1;
5620;44.3345;-0.1194;RCP4.5;H1;3;6.23;1;2;1.2;1;
5621;44.3367;-0.0193;RCP4.5;H1;3;5.94;1;2;1.16;1;
5622;44.3389;0.0809;RCP4.5;H1;2;6.1;1;1;1.15;1;
5623;44.3409;0.1811;RCP4.5;H1;3;6.06;1;2;1.15;1;
5624;44.3428;0.2813;RCP4.5;H1;2;6.33;1;1;1.03;1;
5625;44.3446;0.3816;RCP4.5;H1;3;6.39;1;1;0.94;0;
5626;44.3464;0.4818;RCP4.5;H1;4;6.28;1;2;0.93;0;
5627;44.348;0.582;RCP4.5;H1;4;6;1;2;0.92;1;
5628;44.3496;0.6822;RCP4.5;H1;4;5.83;1;2;0.92;1;
5629;44.3511;0.7825;RCP4.5;H1;3;5.99;1;2;0.96;1;
5630;44.3524;0.8827;RCP4.5;H1;3;5.93;1;2;0.99;1;
5631;44.3537;0.9829;RCP4.5;H1;3;5.76;1;2;0.98;1;
5632;44.3549;1.0832;RCP4.5;H1;3;6.44;2;1;1.04;1;
5633;44.356;1.1835;RCP4.5;H1;4;7.05;2;1;1.07;1;
5634;44.357;1.2837;RCP4.5;H1;6;7.04;2;3;1.08;1;
5635;44.3579;1.384;RCP4.5;H1;6;6.89;2;3;0.99;1;
5636;44.3588;1.4842;RCP4.5;H1;5;6.79;2;3;0.89;1;
5637;44.3595;1.5845;RCP4.5;H1;5;6.76;2;2;0.89;1;
5638;44.3602;1.6848;RCP4.5;H1;5;6.75;2;2;0.85;1;
5639;44.3607;1.785;RCP4.5;H1;5;6.34;2;3;0.83;1;
5640;44.3612;1.8853;RCP4.5;H1;5;6.11;2;2;0.77;1;
5641;44.3615;1.9856;RCP4.5;H1;4;6.02;2;1;0.7;1;
5642;44.3618;2.0859;RCP4.5;H1;4;5.45;1;2;0.68;1;
5643;44.362;2.1861;RCP4.5;H1;4;6.14;2;1;0.78;1;
5644;44.3621;2.2864;RCP4.5;H1;4;5.87;2;2;0.79;1;
5645;44.3621;2.3867;RCP4.5;H1;4;5.84;2;2;0.79;1;
5646;44.362;2.487;RCP4.5;H1;4;5.87;2;1;0.88;2;
5647;44.3618;2.5873;RCP4.5;H1;4;5.89;2;2;0.9;1;
5648;44.3615;2.6875;RCP4.5;H1;4;5.58;2;2;0.88;1;
5649;44.3612;2.7878;RCP4.5;H1;4;5.24;2;2;0.83;1;
5650;44.3607;2.8881;RCP4.5;H1;3;5.39;2;2;0.84;1;
5651;44.3602;2.9884;RCP4.5;H1;4;7.28;4;-2;1.03;2;
5652;44.3595;3.0886;RCP4.5;H1;8;6.59;3;4;1.04;2;
5653;44.3588;3.1889;RCP4.5;H1;6;6.17;2;4;0.95;1;
5654;44.358;3.2892;RCP4.5;H1;5;6.27;2;2;1.05;1;
5655;44.357;3.3894;RCP4.5;H1;5;6.44;2;2;1.15;1;
5656;44.356;3.4897;RCP4.5;H1;5;6.55;2;2;1.2;1;
5657;44.3549;3.5899;RCP4.5;H1;5;6.92;2;2;1.35;1;
5658;44.3537;3.6902;RCP4.5;H1;6;6.54;1;4;1.38;1;
5659;44.3525;3.7904;RCP4.5;H1;4;6.2;2;2;1.33;1;
5660;44.3511;3.8907;RCP4.5;H1;4;6.7;2;2;1.42;1;
5661;44.3496;3.9909;RCP4.5;H1;5;9.6;6;-1;1.73;4;
5662;44.3481;4.0911;RCP4.5;H1;15;9.9;6;8;1.8;4;
5663;44.3464;4.1914;RCP4.5;H1;16;11.45;13;4;2.04;8;
5664;44.3447;4.2916;RCP4.5;H1;25;11.61;14;12;2.11;8;
5665;44.3428;4.3918;RCP4.5;H1;25;11.36;13;14;2.01;8;
5666;44.3409;4.492;RCP4.5;H1;24;11.26;11;14;1.99;6;
5667;44.3389;4.5922;RCP4.5;H1;22;12.81;18;6;2.37;10;
5668;44.3368;4.6924;RCP4.5;H1;30;14.93;24;5;2.25;11;
5669;44.3346;4.7926;RCP4.5;H1;38;13.29;17;20;2.05;9;
5670;44.3323;4.8927;RCP4.5;H1;31;13.17;16;13;2.04;9;
5671;44.3299;4.9929;RCP4.5;H1;31;10.86;8;22;1.87;6;
5672;44.3274;5.0931;RCP4.5;H1;19;11.06;8;10;1.73;6;
5673;44.3248;5.1932;RCP4.5;H1;20;9.29;6;14;1.64;5;
5674;44.3222;5.2934;RCP4.5;H1;13;9.39;5;8;1.62;4;
5675;44.3194;5.3935;RCP4.5;H1;12;8.79;5;8;1.61;4;
5676;44.3166;5.4936;RCP4.5;H1;11;8.33;4;8;1.59;4;
5677;44.3137;5.5937;RCP4.5;H1;10;7.84;3;8;1.59;3;
5678;44.3106;5.6938;RCP4.5;H1;8;9.11;4;5;1.66;3;
5679;44.3075;5.7939;RCP4.5;H1;11;10.33;6;5;1.84;4;
5680;44.3043;5.894;RCP4.5;H1;14;10.89;6;7;1.71;5;
5681;44.301;5.9941;RCP4.5;H1;17;9.45;4;13;1.62;3;
5682;44.2976;6.0941;RCP4.5;H1;12;7.87;2;10;1.65;2;
5683;44.2941;6.1942;RCP4.5;H1;7;6.16;1;6;1.55;1;
5684;44.2906;6.2942;RCP4.5;H1;4;7.59;1;3;1.66;1;
5685;44.2869;6.3942;RCP4.5;H1;5;7.47;1;4;1.66;1;
5686;44.2831;6.4942;RCP4.5;H1;5;4.36;0;4;1.25;0;
5687;44.2793;6.5942;RCP4.5;H1;1;4.43;0;1;1.3;0;
5688;44.2754;6.6942;RCP4.5;H1;1;3.69;0;1;0.94;0;
5689;44.2713;6.7941;RCP4.5;H1;0;3.31;0;0;0.91;0;
5690;44.2672;6.8941;RCP4.5;H1;0;4.42;0;0;1.21;0;
5691;44.263;6.994;RCP4.5;H1;0;3.55;0;0;1.02;0;
5692;44.2587;7.0939;RCP4.5;H1;0;4.06;0;0;1.19;0;
5752;44.3761;-1.2254;RCP4.5;H1;0;6.05;1;0;0.96;1;
5753;44.3793;-1.1252;RCP4.5;H1;2;6.14;1;1;1;1;
5754;44.3825;-1.025;RCP4.5;H1;2;5.58;0;2;1.02;0;
5755;44.3855;-0.9248;RCP4.5;H1;2;5.56;0;1;1.02;0;
5756;44.3884;-0.8245;RCP4.5;H1;2;5.65;0;1;1.11;0;
5757;44.3913;-0.7243;RCP4.5;H1;2;5.65;1;2;1.13;0;
5758;44.394;-0.624;RCP4.5;H1;2;5.6;1;2;1.13;0;
5759;44.3967;-0.5237;RCP4.5;H1;2;6.24;1;1;1.24;1;
5760;44.3993;-0.4235;RCP4.5;H1;3;6.25;1;2;1.27;1;
5761;44.4018;-0.3232;RCP4.5;H1;3;6.24;1;2;1.27;1;
5762;44.4041;-0.2229;RCP4.5;H1;3;6.31;1;2;1.2;1;
5763;44.4064;-0.1226;RCP4.5;H1;3;6.26;1;2;1.2;1;
5764;44.4087;-0.0223;RCP4.5;H1;3;6.16;1;2;1.16;1;
5765;44.4108;0.0781;RCP4.5;H1;3;6.11;1;2;1.14;0;
5766;44.4128;0.1784;RCP4.5;H1;3;6.56;1;1;1.14;1;
5767;44.4147;0.2787;RCP4.5;H1;3;6.71;1;2;1.09;1;
5768;44.4166;0.3791;RCP4.5;H1;4;6.25;1;2;0.98;0;
5769;44.4183;0.4794;RCP4.5;H1;4;6.16;1;2;0.98;0;
5770;44.42;0.5798;RCP4.5;H1;3;6.44;1;1;1.02;0;
5771;44.4215;0.6801;RCP4.5;H1;4;6.36;1;2;1.02;1;
5772;44.423;0.7805;RCP4.5;H1;4;6.2;1;2;1.01;0;
5773;44.4244;0.8808;RCP4.5;H1;3;6.12;1;1;0.96;0;
5774;44.4257;0.9812;RCP4.5;H1;3;5.88;1;1;0.96;0;
5775;44.4268;1.0816;RCP4.5;H1;3;7.04;2;0;1.04;1;
5776;44.428;1.182;RCP4.5;H1;6;7.09;2;3;1.07;1;
5777;44.429;1.2824;RCP4.5;H1;6;6.99;2;3;1.08;1;
5778;44.4299;1.3828;RCP4.5;H1;6;6.95;2;3;0.99;1;
5779;44.4307;1.4831;RCP4.5;H1;5;6.92;2;3;0.89;1;
5780;44.4314;1.5835;RCP4.5;H1;5;6.8;2;2;0.89;1;
5781;44.4321;1.6839;RCP4.5;H1;5;6.67;2;2;0.82;1;
5782;44.4326;1.7843;RCP4.5;H1;4;6.54;2;1;0.77;1;
5783;44.4331;1.8847;RCP4.5;H1;4;6.12;2;2;0.7;1;
5784;44.4335;1.9851;RCP4.5;H1;4;5.78;2;2;0.66;1;
5785;44.4337;2.0855;RCP4.5;H1;4;5.47;1;2;0.63;1;
5786;44.4339;2.186;RCP4.5;H1;4;6.06;2;1;0.72;1;
5787;44.434;2.2864;RCP4.5;H1;4;6;2;2;0.78;2;
5788;44.434;2.3868;RCP4.5;H1;4;4.93;1;3;0.75;1;
5789;44.4339;2.4872;RCP4.5;H1;3;4.94;1;2;0.82;1;
5790;44.4337;2.5876;RCP4.5;H1;3;5.98;2;1;0.9;2;
5791;44.4335;2.688;RCP4.5;H1;4;5.84;2;2;0.89;1;
5792;44.4331;2.7884;RCP4.5;H1;4;5.85;2;2;0.87;1;
5793;44.4326;2.8888;RCP4.5;H1;4;5.77;2;3;0.96;1;
5794;44.4321;2.9892;RCP4.5;H1;4;5.99;2;2;0.93;1;
5795;44.4315;3.0896;RCP4.5;H1;5;5.82;2;3;0.98;1;
5796;44.4307;3.19;RCP4.5;H1;4;6.62;1;2;1;1;
5797;44.4299;3.2904;RCP4.5;H1;4;6.34;2;1;1.04;1;
5798;44.429;3.3908;RCP4.5;H1;5;6.2;2;2;1.09;1;
5799;44.428;3.4911;RCP4.5;H1;5;5.87;2;2;1.06;1;
5800;44.4269;3.5915;RCP4.5;H1;4;5.57;1;2;0.92;1;
5801;44.4257;3.6919;RCP4.5;H1;3;5.78;2;2;1.05;1;
5802;44.4244;3.7923;RCP4.5;H1;3;5.78;2;1;1.04;1;
5803;44.423;3.8926;RCP4.5;H1;3;6.21;1;1;1.22;1;
5804;44.4215;3.993;RCP4.5;H1;4;8.22;3;0;1.44;2;
5805;44.42;4.0934;RCP4.5;H1;9;9.83;6;2;1.79;4;
5806;44.4183;4.1937;RCP4.5;H1;15;11.43;13;4;2.03;8;
5807;44.4166;4.2941;RCP4.5;H1;25;11.98;15;11;2.16;9;
5808;44.4147;4.3944;RCP4.5;H1;27;11.94;15;14;2.09;9;
5809;44.4128;4.4947;RCP4.5;H1;27;9.82;7;20;1.81;5;
5810;44.4108;4.5951;RCP4.5;H1;16;11.32;13;4;2.18;8;
5811;44.4087;4.6954;RCP4.5;H1;24;14.63;23;0;2.24;10;
5812;44.4065;4.7957;RCP4.5;H1;37;12.66;14;21;2.06;8;
5813;44.4042;4.896;RCP4.5;H1;28;12.24;13;14;2.02;7;
5814;44.4018;4.9963;RCP4.5;H1;26;11.2;8;16;1.68;5;
5815;44.3993;5.0966;RCP4.5;H1;20;9.6;6;15;1.62;5;
5816;44.3967;5.1969;RCP4.5;H1;14;9.97;6;7;1.62;5;
5817;44.3941;5.2971;RCP4.5;H1;14;9.02;5;10;1.56;4;
5818;44.3913;5.3974;RCP4.5;H1;12;8.74;5;8;1.55;4;
5819;44.3885;5.4976;RCP4.5;H1;11;9.74;5;7;1.65;4;
5820;44.3855;5.5979;RCP4.5;H1;12;8.99;4;9;1.65;3;
5821;44.3825;5.6981;RCP4.5;H1;10;9.38;4;7;1.67;3;
5822;44.3794;5.7983;RCP4.5;H1;11;9.61;5;7;1.8;4;
5823;44.3762;5.8985;RCP4.5;H1;13;10.08;4;7;1.66;4;
5824;44.3729;5.9987;RCP4.5;H1;14;8.88;3;11;1.58;3;
5825;44.3695;6.0989;RCP4.5;H1;10;7.23;2;9;1.54;2;
5826;44.366;6.1991;RCP4.5;H1;5;7.25;2;4;1.59;1;
5827;44.3624;6.2992;RCP4.5;H1;6;8.38;2;4;1.67;2;
5828;44.3587;6.3994;RCP4.5;H1;7;5.95;0;6;1.37;0;
5829;44.355;6.4995;RCP4.5;H1;2;4.84;0;2;1.1;0;
5830;44.3511;6.5996;RCP4.5;H1;1;5.69;0;1;1.39;0;
5831;44.3472;6.6997;RCP4.5;H1;2;4.67;0;2;1.13;0;
5832;44.3431;6.7998;RCP4.5;H1;0;4;0;0;0.8;0;
5833;44.339;6.8999;RCP4.5;H1;0;3.21;0;0;0.72;0;
5834;44.3348;7;RCP4.5;H1;0;4.09;0;0;1.06;0;
5895;44.448;-1.23;RCP4.5;H1;0;5.88;0;-1;0.8;0;
5896;44.4512;-1.1296;RCP4.5;H1;2;6.12;1;1;0.97;1;
5897;44.4543;-1.0293;RCP4.5;H1;2;5.58;0;2;1;0;
5898;44.4574;-0.9289;RCP4.5;H1;2;6.15;1;1;1.02;0;
5899;44.4603;-0.8286;RCP4.5;H1;2;6.28;1;2;1.1;0;
5900;44.4632;-0.7282;RCP4.5;H1;3;6.27;1;2;1.2;1;
5901;44.4659;-0.6278;RCP4.5;H1;3;6.22;1;2;1.2;1;
5902;44.4686;-0.5274;RCP4.5;H1;3;6.26;1;2;1.24;1;
5903;44.4712;-0.427;RCP4.5;H1;3;6.33;1;2;1.27;1;
5904;44.4737;-0.3266;RCP4.5;H1;3;6.49;1;2;1.22;1;
5905;44.4761;-0.2262;RCP4.5;H1;3;5.88;1;2;1.18;1;
5906;44.4784;-0.1257;RCP4.5;H1;2;5.9;1;2;1.17;0;
5907;44.4806;-0.0253;RCP4.5;H1;3;5.9;1;2;1.16;0;
5908;44.4827;0.0752;RCP4.5;H1;3;6.66;1;1;1.14;1;
5909;44.4847;0.1756;RCP4.5;H1;4;6.79;1;2;1.15;1;
5910;44.4866;0.2761;RCP4.5;H1;4;6.47;1;2;1.05;1;
5911;44.4885;0.3766;RCP4.5;H1;4;6.36;1;2;1.11;1;
5912;44.4902;0.477;RCP4.5;H1;4;6.3;1;2;1.11;1;
5913;44.4919;0.5775;RCP4.5;H1;4;6.16;1;2;1.12;1;
5914;44.4934;0.678;RCP4.5;H1;4;5.96;1;2;0.98;0;
5915;44.4949;0.7785;RCP4.5;H1;3;6.06;1;1;0.98;1;
5916;44.4963;0.879;RCP4.5;H1;3;5.9;1;1;0.92;0;
5917;44.4976;0.9795;RCP4.5;H1;3;6.03;1;1;0.91;0;
5918;44.4988;1.08;RCP4.5;H1;3;6.79;1;0;0.99;1;
5919;44.4999;1.1805;RCP4.5;H1;5;6.74;1;2;0.95;1;
5920;44.5009;1.281;RCP4.5;H1;4;6.14;1;3;0.94;0;
5921;44.5018;1.3815;RCP4.5;H1;3;6.55;1;1;0.88;1;
5922;44.5026;1.4821;RCP4.5;H1;4;6.55;2;2;0.89;1;
5923;44.5034;1.5826;RCP4.5;H1;5;6.53;2;3;0.9;1;
5924;44.504;1.6831;RCP4.5;H1;5;6.45;2;3;0.85;1;
5925;44.5046;1.7836;RCP4.5;H1;5;6.26;2;3;0.8;1;
5926;44.505;1.8842;RCP4.5;H1;4;6.27;2;2;0.8;1;
5927;44.5054;1.9847;RCP4.5;H1;4;5.57;1;3;0.65;1;
5928;44.5057;2.0852;RCP4.5;H1;3;5.56;1;2;0.75;1;
5929;44.5059;2.1858;RCP4.5;H1;3;5.17;1;2;0.72;1;
5930;44.506;2.2863;RCP4.5;H1;3;5.34;1;2;0.78;1;
5931;44.506;2.3868;RCP4.5;H1;3;5.47;1;2;0.78;1;
5932;44.5059;2.4874;RCP4.5;H1;3;5.36;1;2;0.85;1;
5933;44.5057;2.5879;RCP4.5;H1;3;5.16;1;2;0.87;1;
5934;44.5054;2.6884;RCP4.5;H1;3;6.72;3;0;0.95;1;
5935;44.505;2.789;RCP4.5;H1;6;6.8;3;2;0.96;1;
5936;44.5046;2.8895;RCP4.5;H1;6;5.63;1;5;1.01;1;
5937;44.504;2.99;RCP4.5;H1;4;4.99;1;3;0.94;1;
5938;44.5034;3.0905;RCP4.5;H1;3;5.22;1;2;0.98;1;
5939;44.5027;3.1911;RCP4.5;H1;2;6.35;2;0;1.03;1;
5940;44.5018;3.2916;RCP4.5;H1;4;6.55;2;2;1.05;1;
5941;44.5009;3.3921;RCP4.5;H1;4;6.29;2;2;1.05;1;
5942;44.4999;3.4926;RCP4.5;H1;4;6.27;2;1;1.09;1;
5943;44.4988;3.5931;RCP4.5;H1;5;5.58;1;3;1.05;1;
5944;44.4976;3.6936;RCP4.5;H1;3;5.16;1;2;1.12;0;
5945;44.4963;3.7941;RCP4.5;H1;2;5.5;1;1;1.25;0;
5946;44.4949;3.8946;RCP4.5;H1;2;6.56;1;0;1.24;1;
5947;44.4935;3.9951;RCP4.5;H1;4;6.02;0;3;1.29;0;
5948;44.4919;4.0956;RCP4.5;H1;4;6.83;1;2;1.36;1;
5949;44.4902;4.1961;RCP4.5;H1;6;10.5;9;-3;1.86;6;
5950;44.4885;4.2966;RCP4.5;H1;19;11.16;11;8;1.84;7;
5951;44.4867;4.397;RCP4.5;H1;22;11.43;12;10;1.93;7;
5952;44.4847;4.4975;RCP4.5;H1;24;10.64;10;14;1.89;5;
5953;44.4827;4.598;RCP4.5;H1;19;11.38;11;8;1.98;6;
5954;44.4806;4.6984;RCP4.5;H1;22;10.74;10;11;1.91;6;
5955;44.4784;4.7988;RCP4.5;H1;21;9.44;7;13;1.76;5;
5956;44.4761;4.8993;RCP4.5;H1;15;8.44;6;10;1.64;4;
5957;44.4737;4.9997;RCP4.5;H1;12;10.17;6;5;1.64;5;
5958;44.4712;5.1001;RCP4.5;H1;16;7.27;3;14;1.49;3;
5959;44.4686;5.2005;RCP4.5;H1;9;6.81;3;7;1.46;3;
5960;44.466;5.3009;RCP4.5;H1;7;6.4;2;7;1.39;2;
5961;44.4632;5.4013;RCP4.5;H1;6;7.05;2;5;1.46;2;
5962;44.4604;5.5017;RCP4.5;H1;7;8.68;4;4;1.62;3;
5963;44.4574;5.602;RCP4.5;H1;10;7.79;3;8;1.59;2;
5964;44.4544;5.7024;RCP4.5;H1;8;9.33;4;4;1.65;3;
5965;44.4513;5.8027;RCP4.5;H1;11;8.87;4;7;1.57;3;
5966;44.448;5.9031;RCP4.5;H1;10;7.8;3;7;1.58;3;
5967;44.4447;6.0034;RCP4.5;H1;8;9.91;4;3;1.53;3;
5968;44.4413;6.1037;RCP4.5;H1;11;8.16;2;9;1.59;2;
5969;44.4378;6.204;RCP4.5;H1;8;9.16;3;4;1.67;3;
5970;44.4343;6.3043;RCP4.5;H1;9;9.7;3;6;1.63;3;
5971;44.4306;6.4046;RCP4.5;H1;10;6.99;1;9;1.41;0;
5972;44.4268;6.5048;RCP4.5;H1;3;5.54;0;3;1.38;0;
5973;44.423;6.6051;RCP4.5;H1;2;4.83;0;2;1.2;0;
5974;44.419;6.7053;RCP4.5;H1;1;5.59;0;1;1.33;0;
5975;44.415;6.8055;RCP4.5;H1;2;4.15;0;2;0.97;0;
5976;44.4108;6.9057;RCP4.5;H1;0;3.93;0;0;0.77;0;
6038;44.5199;-1.2345;RCP4.5;H1;0;6.57;1;-1;0.92;1;
6039;44.5231;-1.1341;RCP4.5;H1;3;6.57;1;2;0.92;1;
6040;44.5262;-1.0336;RCP4.5;H1;3;6.19;1;2;1.02;0;
6041;44.5293;-0.9331;RCP4.5;H1;2;6.31;1;2;1.1;0;
6042;44.5322;-0.8326;RCP4.5;H1;3;6.28;1;2;1.1;0;
6043;44.5351;-0.7321;RCP4.5;H1;3;6.28;1;2;1.18;1;
6044;44.5378;-0.6316;RCP4.5;H1;3;6.27;1;2;1.18;1;
6045;44.5405;-0.5311;RCP4.5;H1;3;6.24;1;2;1.21;1;
6046;44.5431;-0.4305;RCP4.5;H1;3;6.26;1;2;1.22;1;
6047;44.5456;-0.33;RCP4.5;H1;4;6.1;1;2;1.12;1;
6048;44.548;-0.2294;RCP4.5;H1;3;6.11;1;2;1.14;1;
6049;44.5503;-0.1289;RCP4.5;H1;3;6.08;1;2;1.11;1;
6050;44.5525;-0.0283;RCP4.5;H1;3;6.05;1;2;1.11;1;
6051;44.5546;0.0723;RCP4.5;H1;3;6.58;1;1;1.05;1;
6052;44.5566;0.1729;RCP4.5;H1;4;6.37;1;3;1.07;1;
6053;44.5586;0.2734;RCP4.5;H1;3;6.3;1;2;1.05;1;
6054;44.5604;0.374;RCP4.5;H1;4;6.35;1;2;1.11;1;
6055;44.5621;0.4746;RCP4.5;H1;4;6.29;1;2;1.1;1;
6056;44.5638;0.5753;RCP4.5;H1;4;6.15;1;2;1.11;1;
6057;44.5654;0.6759;RCP4.5;H1;4;6.08;1;2;1.09;1;
6058;44.5668;0.7765;RCP4.5;H1;3;6.11;1;2;1.09;1;
6059;44.5682;0.8771;RCP4.5;H1;3;5.85;1;2;1;1;
6060;44.5695;0.9777;RCP4.5;H1;3;5.76;1;2;0.94;0;
6061;44.5707;1.0784;RCP4.5;H1;3;5.63;0;2;0.98;0;
6062;44.5718;1.179;RCP4.5;H1;3;6.1;1;1;0.97;0;
6063;44.5728;1.2797;RCP4.5;H1;4;5.98;1;3;0.88;1;
6064;44.5738;1.3803;RCP4.5;H1;3;5.88;1;2;0.9;1;
6065;44.5746;1.481;RCP4.5;H1;3;6.27;2;1;0.88;1;
6066;44.5753;1.5816;RCP4.5;H1;5;6.31;2;2;0.91;1;
6067;44.576;1.6823;RCP4.5;H1;5;6.22;2;3;0.86;1;
6068;44.5765;1.7829;RCP4.5;H1;5;6.28;2;2;0.8;1;
6069;44.577;1.8836;RCP4.5;H1;4;6.18;2;2;0.8;1;
6070;44.5774;1.9842;RCP4.5;H1;4;6.26;2;2;0.73;1;
6071;44.5776;2.0849;RCP4.5;H1;4;5.71;1;2;0.72;1;
6072;44.5778;2.1856;RCP4.5;H1;3;5.46;1;2;0.71;1;
6073;44.5779;2.2862;RCP4.5;H1;3;5.5;2;2;0.77;1;
6074;44.5779;2.3869;RCP4.5;H1;3;5.38;1;2;0.8;1;
6075;44.5778;2.4876;RCP4.5;H1;3;4.99;1;2;0.78;1;
6076;44.5776;2.5882;RCP4.5;H1;3;5.1;1;2;0.83;1;
6077;44.5774;2.6889;RCP4.5;H1;3;5.18;1;2;0.83;1;
6078;44.577;2.7895;RCP4.5;H1;3;5.26;1;2;0.91;1;
6079;44.5765;2.8902;RCP4.5;H1;3;4.7;1;3;0.91;0;
6080;44.576;2.9909;RCP4.5;H1;2;3.83;0;1;0.75;0;
6081;44.5753;3.0915;RCP4.5;H1;1;4.16;0;1;0.81;0;
6082;44.5746;3.1922;RCP4.5;H1;2;4.45;1;1;0.9;0;
6083;44.5738;3.2928;RCP4.5;H1;2;6.32;2;0;1.04;1;
6084;44.5729;3.3935;RCP4.5;H1;4;5.6;1;2;0.98;1;
6085;44.5718;3.4941;RCP4.5;H1;3;5.05;1;2;0.9;1;
6086;44.5707;3.5947;RCP4.5;H1;2;4.96;1;1;0.9;1;
6087;44.5695;3.6954;RCP4.5;H1;2;4.88;1;2;1;1;
6088;44.5682;3.796;RCP4.5;H1;2;4.68;1;1;0.95;1;
6089;44.5669;3.8966;RCP4.5;H1;2;5.69;1;1;1.24;1;
6090;44.5654;3.9973;RCP4.5;H1;3;5.04;1;2;1.09;0;
6091;44.5638;4.0979;RCP4.5;H1;2;5.72;0;1;1.14;0;
6092;44.5622;4.1985;RCP4.5;H1;2;7.46;1;0;1.38;1;
6093;44.5604;4.2991;RCP4.5;H1;6;9.73;7;-1;1.65;4;
6094;44.5586;4.3997;RCP4.5;H1;16;11.25;11;5;1.87;6;
6095;44.5566;4.5003;RCP4.5;H1;22;10.61;9;12;1.79;5;
6096;44.5546;4.6009;RCP4.5;H1;19;10.68;9;8;1.79;5;
6097;44.5525;4.7014;RCP4.5;H1;20;10.9;10;9;1.93;6;
6098;44.5503;4.802;RCP4.5;H1;21;10.63;10;10;1.92;6;
6099;44.548;4.9026;RCP4.5;H1;21;9.58;7;13;1.77;5;
6100;44.5456;5.0031;RCP4.5;H1;16;7.79;3;13;1.43;3;
6101;44.5431;5.1036;RCP4.5;H1;9;7.79;4;6;1.46;3;
6102;44.5405;5.2042;RCP4.5;H1;9;6.82;2;8;1.38;2;
6103;44.5379;5.3047;RCP4.5;H1;7;6.57;2;6;1.33;2;
6104;44.5351;5.4052;RCP4.5;H1;6;5.98;1;6;1.33;1;
6105;44.5322;5.5057;RCP4.5;H1;5;5.99;1;4;1.33;1;
6106;44.5293;5.6062;RCP4.5;H1;5;8.07;3;2;1.51;2;
6107;44.5263;5.7067;RCP4.5;H1;8;9.1;4;3;1.68;3;
6108;44.5231;5.8072;RCP4.5;H1;11;8.74;3;8;1.55;2;
6109;44.5199;5.9076;RCP4.5;H1;9;7.2;2;7;1.47;2;
6110;44.5166;6.0081;RCP4.5;H1;5;8.72;3;3;1.5;2;
6111;44.5132;6.1085;RCP4.5;H1;8;9.33;4;5;1.65;3;
6112;44.5097;6.209;RCP4.5;H1;10;7.94;2;8;1.6;2;
6113;44.5061;6.3094;RCP4.5;H1;7;12.37;9;-3;1.99;6;
6114;44.5024;6.4098;RCP4.5;H1;19;7.95;1;19;1.52;1;
6115;44.4987;6.5101;RCP4.5;H1;5;6.54;0;5;1.41;0;
6116;44.4948;6.6105;RCP4.5;H1;2;4.12;0;2;0.9;0;
6117;44.4908;6.7109;RCP4.5;H1;0;4.32;0;0;1.2;0;
6118;44.4868;6.8112;RCP4.5;H1;0;3.97;0;0;0.95;0;
6119;44.4827;6.9116;RCP4.5;H1;0;3.79;0;0;0.77;0;
6181;44.5917;-1.2391;RCP4.5;H1;0;6.59;1;-1;0.92;1;
6182;44.595;-1.1385;RCP4.5;H1;3;6.57;1;2;0.92;1;
6183;44.5981;-1.0379;RCP4.5;H1;3;6.24;1;2;1;0;
6184;44.6011;-0.9373;RCP4.5;H1;2;6.34;1;2;1.07;1;
6185;44.6041;-0.8367;RCP4.5;H1;3;6.25;1;2;1.08;1;
6186;44.607;-0.736;RCP4.5;H1;3;6.22;1;2;1.11;1;
6187;44.6097;-0.6354;RCP4.5;H1;3;6.24;1;2;1.11;1;
6188;44.6124;-0.5347;RCP4.5;H1;3;6.24;1;2;1.12;1;
6189;44.615;-0.4341;RCP4.5;H1;4;6.04;1;3;1.06;1;
6190;44.6175;-0.3334;RCP4.5;H1;3;6.19;1;2;1.12;1;
6191;44.6199;-0.2327;RCP4.5;H1;3;6.42;1;2;1.13;1;
6192;44.6222;-0.132;RCP4.5;H1;3;6.43;1;2;1.11;1;
6193;44.6244;-0.0313;RCP4.5;H1;3;6.47;1;2;1.12;1;
6194;44.6265;0.0694;RCP4.5;H1;3;6.42;1;2;1.12;1;
6195;44.6285;0.1701;RCP4.5;H1;4;6.43;1;2;1.14;1;
6196;44.6305;0.2708;RCP4.5;H1;4;6.44;1;2;1.02;1;
6197;44.6323;0.3715;RCP4.5;H1;4;6.46;1;2;1.12;1;
