Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;
4980;43.8863;7.3616;REF;REF;596.89;3130.28;2.43;46;254;158;
4981;43.8817;7.4609;REF;REF;559.15;3413.66;5.33;40;236;176;
4982;43.877;7.5601;REF;REF;504.69;3720.15;10.07;34;0;0;
5036;44.0136;-1.3024;REF;REF;621.24;3791.2;10.53;29;245;150;
5037;44.0168;-1.2028;REF;REF;623.51;3775.51;10.03;29;245;150;
5038;44.02;-1.1032;REF;REF;597.93;3533.09;14.93;37;274;137;
5039;44.0231;-1.0037;REF;REF;601.87;3508.58;14.27;37;275;137;
5040;44.0261;-0.9041;REF;REF;605.34;3517.29;14.03;37;270;136;
5041;44.0291;-0.8045;REF;REF;571.91;3486.93;15.4;37;272;135;
5042;44.0319;-0.7049;REF;REF;519.68;3454.91;17;39;278;132;
5043;44.0346;-0.6052;REF;REF;522.51;3457.82;16.97;39;278;131;
5044;44.0373;-0.5056;REF;REF;525.73;3452.47;17.03;39;279;131;
5045;44.0398;-0.406;REF;REF;524.01;3464.78;17.27;39;279;131;
5046;44.0423;-0.3063;REF;REF;525.65;3455.14;17;39;279;131;
5047;44.0447;-0.2066;REF;REF;495.71;3546.61;15.7;38;268;138;
5048;44.047;-0.107;REF;REF;502.52;3514.44;14.73;38;268;139;
5049;44.0491;-0.0073;REF;REF;506.36;3501.26;14.23;38;267;138;
5050;44.0512;0.0924;REF;REF;473.43;3422.46;14.73;40;270;134;
5051;44.0533;0.1921;REF;REF;474.69;3434.26;15.37;40;272;134;
5052;44.0552;0.2918;REF;REF;440.54;3528.99;15.8;40;266;137;
5053;44.057;0.3915;REF;REF;440.52;3528.99;15.8;40;266;137;
5054;44.0587;0.4912;REF;REF;447.88;3502.05;15.3;40;266;138;
5055;44.0604;0.5909;REF;REF;448.75;3497.85;15.03;40;265;138;
5056;44.0619;0.6906;REF;REF;405.32;3618.16;15.53;38;256;142;
5057;44.0634;0.7904;REF;REF;404.85;3601.46;15.23;38;253;143;
5058;44.0648;0.8901;REF;REF;416.23;3564.8;16.47;40;263;138;
5059;44.066;0.9898;REF;REF;414.31;3584.83;17.13;40;261;138;
5060;44.0672;1.0896;REF;REF;409.78;3594.26;17.2;40;261;137;
5061;44.0683;1.1893;REF;REF;411.68;3581.15;16.8;40;260;137;
5062;44.0693;1.2891;REF;REF;407.04;3579.49;17.1;40;261;137;
5063;44.0702;1.3888;REF;REF;418.07;3623.08;17.37;39;257;139;
5064;44.0711;1.4886;REF;REF;418.42;3619.92;17.23;39;257;139;
5065;44.0718;1.5883;REF;REF;424.57;3587.94;16.53;40;261;138;
5066;44.0724;1.6881;REF;REF;505.77;3424.87;15.73;42;271;136;
5067;44.073;1.7878;REF;REF;491.51;3281.54;12.3;45;265;139;
5068;44.0734;1.8876;REF;REF;475.63;3395.78;14.93;43;266;138;
5069;44.0738;1.9874;REF;REF;475.42;3397.58;14.97;43;266;138;
5070;44.0741;2.0871;REF;REF;484.7;3369.79;14.17;43;268;136;
5071;44.0743;2.1869;REF;REF;491.42;3329.54;13.53;44;267;139;
5072;44.0744;2.2867;REF;REF;516.57;3142.18;9;47;269;140;
5073;44.0744;2.3865;REF;REF;519.52;3111.51;8.17;48;270;139;
5074;44.0743;2.4862;REF;REF;530.37;3052.1;8.9;50;273;132;
5075;44.0741;2.586;REF;REF;552.79;2883.68;6.5;54;278;129;
5076;44.0738;2.6858;REF;REF;532.47;2764.17;6.37;59;281;128;
5077;44.0734;2.7855;REF;REF;512.79;2971.92;9.07;54;271;134;
5078;44.073;2.8853;REF;REF;508.04;3013.96;9.4;54;268;135;
5079;44.0724;2.985;REF;REF;502.46;3052.13;8.8;52;267;138;
5080;44.0718;3.0848;REF;REF;527.78;2837.6;5.9;56;271;136;
5081;44.0711;3.1846;REF;REF;622.96;2648.21;5.1;63;282;132;
5082;44.0702;3.2843;REF;REF;608.74;2723.26;5.67;61;278;130;
5083;44.0693;3.3841;REF;REF;691.35;2548.19;5.5;66;287;127;
5084;44.0683;3.4838;REF;REF;778.25;1937.44;0.43;91;301;120;
5085;44.0672;3.5836;REF;REF;737.2;2268.3;2.03;76;293;125;
5086;44.0661;3.6833;REF;REF;815.46;3221.64;9.93;48;260;147;
5087;44.0648;3.783;REF;REF;840.06;3063.86;7.5;50;263;141;
5088;44.0634;3.8828;REF;REF;746.9;3507.02;15.97;42;254;147;
5089;44.0619;3.9825;REF;REF;705.17;3706.18;20.73;39;251;146;
5090;44.0604;4.0822;REF;REF;552.21;3927.28;23.47;35;241;155;
5091;44.0588;4.1819;REF;REF;553.39;3918.95;23.23;36;241;155;
5092;44.057;4.2817;REF;REF;572.34;3829.53;21.4;37;247;156;
5093;44.0552;4.3814;REF;REF;577.01;3861.5;22.13;37;250;153;
5094;44.0533;4.4811;REF;REF;531.68;3730.31;21.23;40;254;149;
5095;44.0513;4.5807;REF;REF;469.42;3861.28;19.07;36;239;158;
5096;44.0492;4.6804;REF;REF;463.63;3829.16;22.27;38;245;149;
5097;44.047;4.7801;REF;REF;457.46;3926.54;27.2;38;245;147;
5098;44.0447;4.8798;REF;REF;430.54;3951.24;26.53;37;254;146;
5099;44.0423;4.9794;REF;REF;427.94;3947.58;31.27;38;260;143;
5100;44.0399;5.0791;REF;REF;443.27;3827.65;27.43;40;262;141;
5101;44.0373;5.1787;REF;REF;458.76;3620.65;22.23;43;264;139;
5102;44.0347;5.2784;REF;REF;545.45;2992.59;12.27;55;285;124;
5103;44.0319;5.378;REF;REF;604.03;2501.65;6.37;68;301;117;
5104;44.0291;5.4776;REF;REF;620.5;2374.73;4.2;72;300;118;
5105;44.0262;5.5772;REF;REF;575.87;2775.08;8.07;61;285;126;
5106;44.0232;5.6768;REF;REF;551.05;2979.58;10.53;56;275;131;
5107;44.0201;5.7764;REF;REF;549.64;3070.94;11.83;54;275;134;
5108;44.0169;5.876;REF;REF;526.99;3263.51;15.37;50;271;138;
5109;44.0136;5.9755;REF;REF;497.14;3268.95;20.2;53;276;131;
5110;44.0102;6.0751;REF;REF;515.91;3040.13;16.13;59;279;129;
5111;44.0068;6.1746;REF;REF;520.13;2998.18;15.03;60;281;127;
5112;44.0032;6.2741;REF;REF;569.28;2505.94;7.9;74;299;115;
5113;43.9996;6.3736;REF;REF;605.12;2459.26;5.3;72;298;117;
5114;43.9958;6.4731;REF;REF;641.04;2200.85;2.33;86;297;116;
5115;43.992;6.5726;REF;REF;660.34;2069.24;1.03;93;289;120;
5116;43.9881;6.6721;REF;REF;621.67;2376.86;4.4;80;286;120;
5117;43.9841;6.7716;REF;REF;565.83;2644.78;14.17;72;294;114;
5118;43.98;6.871;REF;REF;628.63;2904.39;5.2;55;277;137;
5119;43.9758;6.9704;REF;REF;621.9;2949.98;5.83;54;276;137;
5120;43.9715;7.0698;REF;REF;650.81;2784.65;3.47;58;276;142;
5121;43.9671;7.1692;REF;REF;552.15;3252.67;10.73;46;262;149;
5122;43.9627;7.2686;REF;REF;608.16;3087.42;1.77;46;251;156;
5123;43.9581;7.368;REF;REF;647.74;2592.08;1.93;64;277;140;
5124;43.9535;7.4673;REF;REF;656.51;2625.43;0.33;62;265;151;
5125;43.9487;7.5667;REF;REF;597.39;2970.55;5.87;53;269;148;
5126;43.9439;7.666;REF;REF;561.39;3208.69;9.7;48;0;0;
5179;44.0854;-1.307;REF;REF;462.9;3786.24;9.87;30;245;153;
5180;44.0887;-1.2073;REF;REF;465.93;3757.27;9.2;30;245;152;
5181;44.0919;-1.1076;REF;REF;552.73;3542.55;16.77;36;276;135;
5182;44.095;-1.0079;REF;REF;561.29;3497.9;15.77;37;273;137;
5183;44.098;-0.9082;REF;REF;568.68;3482.55;15.23;37;272;137;
5184;44.1009;-0.8085;REF;REF;572.74;3481.2;15.27;37;272;135;
5185;44.1038;-0.7087;REF;REF;574.84;3465.71;14.93;38;272;135;
5186;44.1065;-0.609;REF;REF;523.71;3449.24;16.63;39;278;131;
5187;44.1092;-0.5092;REF;REF;525.81;3441.84;16.63;40;279;132;
5188;44.1117;-0.4094;REF;REF;527.99;3426.39;16.13;40;279;132;
5189;44.1142;-0.3097;REF;REF;528.22;3427.08;16.4;40;279;130;
5190;44.1166;-0.2099;REF;REF;532.29;3413.5;16;40;280;130;
5191;44.1188;-0.1101;REF;REF;503.67;3502.66;14.53;38;267;138;
5192;44.121;-0.0103;REF;REF;507.09;3494.24;14.33;38;265;138;
5193;44.1231;0.0895;REF;REF;475.26;3405.75;14.47;40;269;134;
5194;44.1252;0.1894;REF;REF;476.81;3414.91;14.67;40;271;134;
5195;44.1271;0.2892;REF;REF;436.76;3543.5;16.17;40;266;136;
5196;44.1289;0.389;REF;REF;441.89;3519.77;15.43;40;266;137;
5197;44.1306;0.4888;REF;REF;448.48;3498.16;15.27;40;266;138;
5198;44.1323;0.5887;REF;REF;448.55;3499.1;15.03;40;265;138;
5199;44.1338;0.6885;REF;REF;451.22;3533.22;16.07;39;266;134;
5200;44.1353;0.7884;REF;REF;443.75;3572.13;15.43;39;260;140;
5201;44.1367;0.8882;REF;REF;436.33;3569.22;17.5;40;264;139;
5202;44.138;0.9881;REF;REF;439.41;3546.21;16.83;40;264;139;
5203;44.1391;1.088;REF;REF;440.62;3531.02;16.23;40;265;136;
5204;44.1402;1.1879;REF;REF;436.18;3562.68;17.13;40;265;138;
5205;44.1412;1.2877;REF;REF;437.53;3526.19;16.13;40;263;136;
5206;44.1422;1.3876;REF;REF;440.87;3495.98;15.5;41;262;138;
5207;44.143;1.4875;REF;REF;422.1;3580.37;16.27;40;262;140;
5208;44.1437;1.5874;REF;REF;425.67;3545.27;15.67;41;262;140;
5209;44.1444;1.6873;REF;REF;510.39;3391.38;15.43;42;271;135;
5210;44.1449;1.7872;REF;REF;514.13;3360.19;15.03;43;271;135;
5211;44.1454;1.887;REF;REF;500.45;3458.69;16.77;42;266;138;
5212;44.1457;1.9869;REF;REF;509.75;3301.91;15.1;45;276;130;
5213;44.146;2.0868;REF;REF;501.82;3239.15;11.33;45;267;138;
5214;44.1462;2.1867;REF;REF;501.07;3259.31;11.63;45;267;140;
5215;44.1463;2.2866;REF;REF;522.49;3155.55;11.17;49;273;138;
5216;44.1463;2.3865;REF;REF;523.12;3132.09;10.37;49;271;136;
5217;44.1462;2.4864;REF;REF;550.63;2963.12;7.9;53;275;132;
5218;44.146;2.5863;REF;REF;573.32;2781.18;5.53;56;280;129;
5219;44.1457;2.6862;REF;REF;560.88;2564.25;4.9;64;286;128;
5220;44.1454;2.7861;REF;REF;575.4;2458.16;4;68;289;129;
5221;44.1449;2.886;REF;REF;577.67;2437.08;3.83;69;290;128;
5222;44.1444;2.9859;REF;REF;529.6;2807.68;6.97;58;277;132;
5223;44.1437;3.0858;REF;REF;519.42;2924.83;7.33;55;269;135;
5224;44.143;3.1856;REF;REF;546.97;2680.42;4.53;61;278;133;
5225;44.1422;3.2855;REF;REF;631.36;2547.51;3.9;66;284;128;
5226;44.1413;3.3854;REF;REF;714.64;2378.18;3.43;72;295;126;
5227;44.1403;3.4853;REF;REF;584.39;2120.01;1.33;84;297;124;
5228;44.1392;3.5852;REF;REF;602.51;1973.15;0.6;88;301;122;
5229;44.138;3.685;REF;REF;845.81;3036.06;7.6;52;262;145;
5230;44.1367;3.7849;REF;REF;799.59;3346.57;13.5;45;258;144;
5231;44.1353;3.8847;REF;REF;777.79;3509.86;16.07;41;251;146;
5232;44.1339;3.9846;REF;REF;749.95;3533.51;16.8;41;254;145;
5233;44.1323;4.0844;REF;REF;564.74;3850.25;21.73;37;241;154;
5234;44.1307;4.1843;REF;REF;569.95;3848.16;21.83;37;241;155;
5235;44.1289;4.2841;REF;REF;555.31;3531.36;16.87;43;253;144;
5236;44.1271;4.384;REF;REF;551.34;3570.51;17.77;43;252;145;
5237;44.1252;4.4838;REF;REF;536.15;3672.07;19.57;41;251;147;
5238;44.1232;4.5836;REF;REF;519.66;3795.35;23.37;39;249;149;
5239;44.1211;4.6834;REF;REF;449.42;3948.2;25.2;36;245;150;
5240;44.1189;4.7832;REF;REF;455.21;3943.7;27.73;38;245;147;
5241;44.1166;4.883;REF;REF;458.52;3923.71;27.2;38;249;151;
5242;44.1142;4.9828;REF;REF;437.63;3871.63;28.83;39;261;142;
5243;44.1117;5.0826;REF;REF;456.71;3722.85;24.7;42;262;138;
5244;44.1092;5.1823;REF;REF;505.08;3388.66;21.2;48;277;128;
5245;44.1065;5.2821;REF;REF;599.71;2577.95;7.07;66;301;119;
5246;44.1038;5.3818;REF;REF;611.55;2486.51;6.23;69;302;115;
5247;44.101;5.4816;REF;REF;612.24;2479.59;6.13;70;300;117;
5248;44.098;5.5813;REF;REF;621.53;2420.37;3.1;73;295;123;
5249;44.095;5.681;REF;REF;622.67;2400.15;2.87;74;291;123;
5250;44.0919;5.7807;REF;REF;660.24;2167.06;0.83;84;297;123;
5251;44.0887;5.8804;REF;REF;614.34;2543.95;4.87;70;287;124;
5252;44.0854;5.9801;REF;REF;462.31;3378.84;16.07;48;263;141;
5253;44.0821;6.0798;REF;REF;531.97;2921.73;14.17;63;289;121;
5254;44.0786;6.1795;REF;REF;523.28;3000.43;15.1;61;286;123;
5255;44.075;6.2791;REF;REF;562.1;2567.54;9.03;72;299;115;
5256;44.0714;6.3788;REF;REF;623.84;2085.66;2.23;93;301;114;
5257;44.0676;6.4784;REF;REF;645.34;1969.01;2.5;99;308;109;
5258;44.0638;6.578;REF;REF;669.05;1831.76;1.27;107;305;108;
5259;44.0599;6.6776;REF;REF;711.91;1496.68;0.1;123;313;109;
5260;44.0559;6.7772;REF;REF;713.47;1903.02;0.1;102;286;129;
5261;44.0518;6.8767;REF;REF;669.84;2363.74;0.8;77;278;139;
5262;44.0476;6.9763;REF;REF;718.97;1921.11;0.2;99;287;129;
5263;44.0433;7.0758;REF;REF;718.97;2391;0.4;75;277;137;
5264;44.0389;7.1754;REF;REF;670.39;2513.52;1.53;67;279;141;
5265;44.0344;7.2749;REF;REF;678;2440.37;1.17;70;280;137;
5266;44.0299;7.3744;REF;REF;718.17;1843.78;0;97;300;128;
5267;44.0252;7.4739;REF;REF;733.77;1747.76;0.13;108;294;126;
5268;44.0205;7.5733;REF;REF;641.37;2750.84;0.7;58;264;153;
5269;44.0156;7.6728;REF;REF;693.69;2151.68;0.43;83;0;0;
5322;44.1573;-1.3116;REF;REF;463.12;3784.21;9.8;30;0;0;
5323;44.1606;-1.2118;REF;REF;467.65;3740.55;8.97;30;245;152;
5324;44.1638;-1.112;REF;REF;552.73;3542.55;16.77;36;276;135;
5325;44.1669;-1.0122;REF;REF;563.16;3511.38;16.03;37;274;135;
5326;44.1699;-0.9123;REF;REF;567.17;3482.61;15.4;37;274;135;
5327;44.1728;-0.8125;REF;REF;568.27;3490.28;15.47;37;272;134;
5328;44.1756;-0.7126;REF;REF;570.12;3476.63;15.17;37;272;134;
5329;44.1784;-0.6127;REF;REF;522.82;3431.71;16.07;40;277;132;
5330;44.181;-0.5128;REF;REF;526.75;3417.2;15.97;40;278;132;
5331;44.1836;-0.4129;REF;REF;527.45;3412.32;15.77;40;278;132;
5332;44.1861;-0.313;REF;REF;531.7;3396.85;15.53;40;280;130;
5333;44.1885;-0.2131;REF;REF;536.97;3376.84;15.53;40;279;132;
5334;44.1907;-0.1132;REF;REF;472.88;3406.17;14.73;41;269;134;
5335;44.1929;-0.0133;REF;REF;474.23;3413.14;14.87;40;269;134;
5336;44.195;0.0867;REF;REF;476.39;3417.7;14.77;40;271;134;
5337;44.1971;0.1866;REF;REF;476.39;3417.7;14.77;40;271;134;
5338;44.199;0.2866;REF;REF;438.69;3530.4;15.8;40;266;136;
5339;44.2008;0.3865;REF;REF;448.63;3516.16;15.33;39;265;134;
5340;44.2025;0.4865;REF;REF;448.98;3528.27;15.73;39;265;134;
5341;44.2042;0.5865;REF;REF;445.79;3540.7;16;39;267;136;
5342;44.2058;0.6864;REF;REF;446.52;3545;14.57;40;262;141;
5343;44.2072;0.7864;REF;REF;445.51;3529.94;14.2;40;262;140;
5344;44.2086;0.8864;REF;REF;450.79;3491.7;13.27;40;261;139;
5345;44.2099;0.9864;REF;REF;440.63;3512.47;16;41;265;138;
5346;44.2111;1.0864;REF;REF;437.35;3527.16;16.1;40;264;137;
5347;44.2122;1.1864;REF;REF;441.42;3497.04;15.47;41;266;138;
5348;44.2132;1.2864;REF;REF;440.01;3490.01;15.33;41;266;141;
5349;44.2141;1.3864;REF;REF;440.48;3499.06;15.67;41;262;138;
5350;44.2149;1.4864;REF;REF;445.9;3458.48;14.8;42;263;138;
5351;44.2156;1.5864;REF;REF;441;3485.44;15.13;41;264;138;
5352;44.2163;1.6864;REF;REF;512.99;3369.18;15.13;43;271;135;
5353;44.2168;1.7865;REF;REF;517.79;3330.86;14.6;43;271;134;
5354;44.2173;1.8865;REF;REF;524.75;3280.89;13.7;45;271;136;
5355;44.2177;1.9865;REF;REF;524.61;3196.74;12.57;47;275;131;
5356;44.2179;2.0865;REF;REF;531.47;3148.76;11;47;274;132;
5357;44.2181;2.1865;REF;REF;526.44;3101.14;10.1;50;271;132;
5358;44.2182;2.2866;REF;REF;524.04;3126.97;10.3;49;270;131;
5359;44.2182;2.3866;REF;REF;544.91;2970.61;8.03;52;276;130;
5360;44.2181;2.4866;REF;REF;550.45;2960.41;7.9;53;276;131;
5361;44.2179;2.5866;REF;REF;570.18;2790.2;5.8;56;282;128;
5362;44.2177;2.6866;REF;REF;542.56;2633.02;5.4;63;286;127;
5363;44.2173;2.7867;REF;REF;567.02;2536.43;4.5;66;286;130;
5364;44.2168;2.8867;REF;REF;580.66;2402.14;3.3;71;290;128;
5365;44.2163;2.9867;REF;REF;551.41;2603.36;4.97;64;282;130;
5366;44.2157;3.0867;REF;REF;520.94;2866.26;7.83;57;273;134;
5367;44.2149;3.1867;REF;REF;535.9;2782;5.6;58;275;134;
5368;44.2141;3.2867;REF;REF;539.12;2513.02;6;69;289;126;
5369;44.2132;3.3867;REF;REF;556.7;2367.63;4.07;75;293;127;
5370;44.2122;3.4867;REF;REF;570.77;2219.34;2.4;80;296;126;
5371;44.2111;3.5867;REF;REF;562.06;2390.41;4.27;73;293;128;
5372;44.2099;3.6867;REF;REF;884.41;2882.7;8.03;56;269;137;
5373;44.2086;3.7867;REF;REF;831.5;3184.09;11.27;49;262;141;
5374;44.2072;3.8867;REF;REF;847.12;3144.45;11.1;49;266;139;
5375;44.2058;3.9867;REF;REF;764.78;3459.18;14.7;43;255;148;
5376;44.2042;4.0867;REF;REF;732.84;3582.43;17.97;41;252;145;
5377;44.2026;4.1866;REF;REF;566.43;3837.01;21.53;37;240;154;
5378;44.2008;4.2866;REF;REF;541.29;3625.03;18.37;42;252;148;
5379;44.199;4.3866;REF;REF;550.9;3573.72;17.8;42;252;145;
5380;44.1971;4.4865;REF;REF;520.11;3792.42;23.3;39;249;149;
5381;44.1951;4.5865;REF;REF;517.81;3807.99;23.67;38;249;149;
5382;44.193;4.6864;REF;REF;448.28;3929.13;24.67;37;248;152;
5383;44.1908;4.7863;REF;REF;458.75;3886.53;25.77;38;247;146;
5384;44.1885;4.8862;REF;REF;465.87;3872.88;25.7;39;250;150;
5385;44.1861;4.9862;REF;REF;458.15;3734.07;25.1;42;263;137;
5386;44.1836;5.0861;REF;REF;495.12;3445.85;17.9;46;267;130;
5387;44.1811;5.186;REF;REF;566.57;2888.25;11.03;57;289;123;
5388;44.1784;5.2858;REF;REF;655.4;2225.07;2.27;79;303;119;
5389;44.1757;5.3857;REF;REF;588.38;2638.72;7.53;65;292;121;
5390;44.1728;5.4856;REF;REF;617.79;2372.38;3.3;73;294;121;
5391;44.1699;5.5854;REF;REF;629.18;2320.18;1.97;77;292;122;
5392;44.1669;5.6853;REF;REF;620.46;2398.04;2.8;75;291;121;
5393;44.1638;5.7851;REF;REF;606.41;2615.49;5.97;68;287;124;
5394;44.1606;5.885;REF;REF;569.88;2953.07;9.97;59;275;132;
5395;44.1573;5.9848;REF;REF;467.58;3347.27;14.97;48;264;141;
5396;44.1539;6.0846;REF;REF;565.26;2617.23;9.97;70;298;115;
5397;44.1504;6.1844;REF;REF;578.4;2490.92;7.87;74;300;115;
5398;44.1469;6.2841;REF;REF;548.33;2658.27;14.8;71;298;111;
5399;44.1432;6.3839;REF;REF;624.8;2115.73;4.4;95;303;108;
5400;44.1395;6.4836;REF;REF;683.32;1620.91;0.2;117;311;108;
5401;44.1356;6.5834;REF;REF;676.23;1645.62;0.3;113;310;113;
5402;44.1317;6.6831;REF;REF;769.28;1065.14;0;145;326;108;
5403;44.1277;6.7828;REF;REF;683.04;2091.13;0.3;86;291;134;
5404;44.1236;6.8825;REF;REF;688.47;2092.19;0.33;84;292;134;
5405;44.1194;6.9822;REF;REF;754.87;1515.95;0;119;302;124;
5406;44.1151;7.0819;REF;REF;681.17;2244.88;0.67;78;283;136;
5407;44.1107;7.1815;REF;REF;786.63;1320.07;0;129;314;119;
5408;44.1062;7.2811;REF;REF;773.66;1462.58;0;122;305;121;
5409;44.1017;7.3808;REF;REF;829.04;885.71;0;155;332;111;
5410;44.097;7.4804;REF;REF;806.28;1146.3;0;141;315;113;
5411;44.0922;7.58;REF;REF;665.11;2384.51;1.13;72;281;138;
5412;44.0874;7.6795;REF;REF;718.99;1935.11;0.17;95;0;0;
5465;44.2291;-1.3163;REF;REF;459.89;3815.27;10.27;29;0;0;
5466;44.2324;-1.2163;REF;REF;466.19;3779.4;9.43;30;243;153;
5467;44.2356;-1.1164;REF;REF;548.51;3574.4;17.53;36;276;134;
5468;44.2387;-1.0164;REF;REF;557.83;3531.81;16.43;37;273;134;
5469;44.2418;-0.9164;REF;REF;561.44;3505.02;16;37;273;134;
5470;44.2447;-0.8165;REF;REF;564.16;3509.57;16.03;37;274;134;
5471;44.2475;-0.7165;REF;REF;566.76;3490.29;15.77;37;274;134;
5472;44.2503;-0.6165;REF;REF;575.57;3460.78;14.83;38;272;135;
5473;44.2529;-0.5165;REF;REF;521.99;3452.24;16.97;39;279;133;
5474;44.2555;-0.4164;REF;REF;524.84;3431.23;16.3;40;277;132;
5475;44.258;-0.3164;REF;REF;529.13;3415.82;16.2;40;279;130;
5476;44.2603;-0.2164;REF;REF;531.61;3416.5;16.47;40;278;132;
5477;44.2626;-0.1163;REF;REF;480.02;3455.36;15.37;39;268;135;
5478;44.2648;-0.0163;REF;REF;473.58;3423.19;15.27;40;268;134;
5479;44.2669;0.0838;REF;REF;467.33;3463.67;16.37;40;270;133;
5480;44.269;0.1839;REF;REF;472.69;3427.04;15.37;40;268;133;
5481;44.2709;0.284;REF;REF;445.45;3539.04;16;39;266;135;
5482;44.2727;0.384;REF;REF;441.48;3567.57;15.2;39;260;142;
5483;44.2745;0.4841;REF;REF;451.36;3516.63;13.47;40;261;141;
5484;44.2761;0.5842;REF;REF;453.4;3495.5;13.13;40;263;141;
5485;44.2777;0.6843;REF;REF;456.91;3472.24;12.73;41;264;141;
5486;44.2791;0.7844;REF;REF;455.26;3459.82;12.37;41;263;140;
5487;44.2805;0.8846;REF;REF;454.58;3466.99;12.6;41;263;139;
5488;44.2818;0.9847;REF;REF;450.69;3438.17;14.3;42;266;138;
5489;44.283;1.0848;REF;REF;450.14;3432.52;14.2;42;267;136;
5490;44.2841;1.1849;REF;REF;441.14;3481.14;15.13;41;266;140;
5491;44.2851;1.2851;REF;REF;474.34;3465.17;16.6;42;269;136;
5492;44.286;1.3852;REF;REF;476.47;3438.79;15.97;42;268;136;
5493;44.2868;1.4853;REF;REF;479.2;3430.45;15.63;42;269;136;
5494;44.2876;1.5855;REF;REF;485.67;3384.88;15.13;43;270;136;
5495;44.2882;1.6856;REF;REF;515.13;3333.29;14.47;44;273;134;
5496;44.2888;1.7857;REF;REF;525.12;3258.58;12.67;45;273;134;
5497;44.2892;1.8859;REF;REF;519.95;3182.1;12.13;47;276;132;
5498;44.2896;1.986;REF;REF;520.7;3213.38;13.2;46;276;131;
5499;44.2899;2.0862;REF;REF;546.03;3042.94;8.57;49;275;135;
5500;44.2901;2.1863;REF;REF;554.13;2905.22;7.43;53;279;129;
5501;44.2901;2.2865;REF;REF;558.98;2859.79;6.27;55;278;129;
5502;44.2901;2.3866;REF;REF;564.72;2808.26;5.9;55;280;128;
5503;44.2901;2.4868;REF;REF;575.03;2748.62;5.37;57;283;128;
5504;44.2899;2.5869;REF;REF;562.35;2834.53;5.9;55;277;129;
5505;44.2896;2.6871;REF;REF;578.9;2695.75;4.87;59;281;128;
5506;44.2892;2.7872;REF;REF;551.68;2600.94;5.23;65;282;129;
5507;44.2888;2.8874;REF;REF;564.87;2491.34;4.27;67;288;128;
5508;44.2882;2.9875;REF;REF;567.75;2483.79;4.07;67;289;129;
5509;44.2876;3.0877;REF;REF;624.84;2558.69;5.83;66;285;130;
5510;44.2869;3.1878;REF;REF;546.54;2537.75;6.73;68;289;127;
5511;44.286;3.2879;REF;REF;617.91;2531.63;6;68;287;127;
5512;44.2851;3.3881;REF;REF;556.71;2347.57;3.87;74;296;125;
5513;44.2841;3.4882;REF;REF;566.2;2238.93;2.6;78;299;124;
5514;44.283;3.5883;REF;REF;554.9;2419.65;4.7;72;289;126;
5515;44.2818;3.6885;REF;REF;831.42;2412.86;3.9;73;287;126;
5516;44.2805;3.7886;REF;REF;939.15;2501.18;3.53;66;285;129;
5517;44.2792;3.8887;REF;REF;852.55;3113.36;10.77;50;266;139;
5518;44.2777;3.9888;REF;REF;779.6;3391.55;12.6;44;255;148;
5519;44.2761;4.0889;REF;REF;739.29;3554.56;17.33;41;252;145;
5520;44.2745;4.189;REF;REF;720.26;3689.61;20.23;39;254;145;
5521;44.2727;4.2891;REF;REF;517.26;3761.23;22.1;39;251;150;
5522;44.2709;4.3892;REF;REF;532.15;3663.86;19.67;41;255;147;
5523;44.269;4.4892;REF;REF;535.42;3662.95;19.83;41;254;146;
5524;44.267;4.5893;REF;REF;510.77;3825.93;24.1;38;252;148;
5525;44.2649;4.6894;REF;REF;451.69;3935.5;27.33;38;247;147;
5526;44.2627;4.7894;REF;REF;469.25;3826.98;24.57;39;253;148;
5527;44.2604;4.8895;REF;REF;486;3751.9;23.07;41;253;148;
5528;44.258;4.9895;REF;REF;462.05;3681.83;23.8;43;261;134;
5529;44.2555;5.0896;REF;REF;477.31;3565.83;21.27;44;263;133;
5530;44.253;5.1896;REF;REF;506.82;3400.63;18.8;48;273;130;
5531;44.2503;5.2896;REF;REF;545.91;3018.85;12.1;56;282;126;
5532;44.2476;5.3896;REF;REF;608.53;2485.34;5.63;69;298;121;
5533;44.2447;5.4896;REF;REF;599.69;2493.27;5.4;69;293;119;
5534;44.2418;5.5896;REF;REF;605.57;2424.02;3.77;72;293;119;
5535;44.2388;5.6896;REF;REF;570.75;2450.27;8.87;78;300;110;
5536;44.2357;5.7895;REF;REF;584.99;2391.17;7.97;78;299;114;
5537;44.2325;5.8895;REF;REF;498.5;3074.58;17.5;62;279;127;
5538;44.2292;5.9894;REF;REF;552.19;2619.21;11.1;72;296;118;
5539;44.2258;6.0893;REF;REF;611.49;2203.99;4.6;93;301;109;
5540;44.2223;6.1892;REF;REF;652.33;1891.51;1.13;104;305;110;
5541;44.2187;6.2892;REF;REF;630.66;2081.05;3.8;98;300;104;
5542;44.2151;6.389;REF;REF;617.69;2145.5;4.83;91;300;109;
5543;44.2113;6.4889;REF;REF;694.35;1516.72;0.1;122;313;109;
5544;44.2075;6.5888;REF;REF;717.54;1324.31;0;129;323;113;
5545;44.2035;6.6886;REF;REF;758.3;1158.12;0;140;323;111;
5546;44.1995;6.7885;REF;REF;778.55;1296.2;0;132;315;119;
5547;44.1954;6.8883;REF;REF;785.05;1289.3;0;132;315;121;
